load_mean,load_std,cross_mean,cross_std,cross_min,cross_max,zero_ratio,ratio_3_4,ratio_2_5,mse,run,seed
120.0,0.0,3.870967741935484,1.9029677244372118,0,13,0.01858064516129032,0.4078709677419355,0.7138064516129032,3.6212861602497406,54,1053
120.0,0.0,3.870967741935484,1.9211209006953336,0,13,0.01767741935483871,0.4019354838709677,0.7201290322580645,3.69070551508845,55,1054
120.0,0.0,3.870967741935484,1.9292976406081546,0,14,0.01896774193548387,0.40580645161290324,0.7174193548387097,3.7221893860561917,56,1055
120.0,0.0,3.870967741935484,1.8980114463754745,0,12,0.018838709677419355,0.4086451612903226,0.7206451612903226,3.602447450572321,57,1056
120.0,0.0,3.870967741935484,1.893859951286908,0,14,0.01690322580645161,0.4104516129032258,0.7144516129032258,3.5867055150884495,58,1057
120.0,0.0,3.870967741935484,1.8641254194942407,0,12,0.014064516129032258,0.4135483870967742,0.7282580645161291,3.4749635796045792,59,1058
120.0,0.0,3.870967741935484,1.908249248003993,0,12,0.01858064516129032,0.40258064516129033,0.7145806451612903,3.6414151925078047,60,1059
120.0,0.0,3.870967741935484,1.927424078817264,0,13,0.01858064516129032,0.40503225806451615,0.712516129032258,3.714963579604579,61,1060
120.0,0.0,3.870967741935484,1.883406924729945,0,12,0.018451612903225806,0.41251612903225804,0.7172903225806452,3.5472216441207083,62,1061
120.0,0.0,3.870967741935484,1.9100065104410402,0,13,0.01729032258064516,0.41019354838709676,0.7167741935483871,3.6481248699271593,63,1062
120.0,0.0,3.870967741935484,1.9205835048129039,0,13,0.019096774193548386,0.39419354838709675,0.712258064516129,3.6886409989594178,64,1063
120.0,0.0,3.870967741935484,1.9033745157867683,0,14,0.01690322580645161,0.4064516129032258,0.7169032258064516,3.6228345473465144,65,1064
120.0,0.0,3.870967741935484,1.8827902335298923,0,15,0.016129032258064516,0.4096774193548387,0.7229677419354839,3.5448990634755466,66,1065
120.0,0.0,3.870967741935484,1.8930421920535478,0,12,0.016129032258064516,0.40916129032258064,0.7166451612903226,3.5836087408949013,67,1066
120.0,0.0,3.870967741935484,1.9096687009391222,0,12,0.01896774193548387,0.40941935483870967,0.7188387096774194,3.6468345473465145,68,1067
120.0,0.0,3.870967741935484,1.9033067232662173,0,13,0.01832258064516129,0.40993548387096773,0.7193548387096774,3.6225764828303855,69,1068
120.0,0.0,3.870967741935484,1.9232018914010172,0,12,0.01870967741935484,0.4041290322580645,0.7072258064516129,3.69870551508845,70,1069
120.0,0.0,3.870967741935484,1.9073023591664742,0,14,0.01870967741935484,0.41083870967741937,0.7143225806451613,3.637802289281998,71,1070
120.0,0.0,3.870967741935484,1.8924286407285589,0,12,0.01896774193548387,0.42038709677419356,0.7144516129032258,3.5812861602497406,72,1071
120.0,0.0,3.870967741935484,1.9331060662766404,0,13,0.02,0.40774193548387094,0.712258064516129,3.736899063475547,73,1072
120.0,0.0,3.870967741935484,1.9335732505101662,0,15,0.01870967741935484,0.4086451612903226,0.7148387096774194,3.73870551508845,74,1073
120.0,0.0,3.870967741935484,1.8933148177097798,0,12,0.017161290322580645,0.4095483870967742,0.7192258064516129,3.5846409989594172,75,1074
120.0,0.0,3.870967741935484,1.889221302016171,0,13,0.01690322580645161,0.40825806451612906,0.7169032258064516,3.569157127991676,76,1075
120.0,0.0,3.870967741935484,1.9055426030038383,0,12,0.02090322580645161,0.4175483870967742,0.7161290322580646,3.631092611862644,77,1076
120.0,0.0,3.870967741935484,1.912167078067,0,14,0.018451612903225806,0.408,0.7180645161290322,3.6563829344432883,78,1077
120.0,0.0,3.870967741935484,1.8847081657188096,0,12,0.016516129032258065,0.41238709677419355,0.7225806451612903,3.5521248699271597,79,1078
120.0,0.0,3.870967741935484,1.9237385558379503,0,11,0.020516129032258065,0.4041290322580645,0.7210322580645161,3.7007700312174823,80,1079
120.0,0.0,3.870967741935484,1.8537135437238474,0,12,0.01832258064516129,0.4147096774193548,0.7321290322580645,3.4362539021852245,81,1080
120.0,0.0,3.870967741935484,1.9178269874517169,0,12,0.01858064516129032,0.40283870967741936,0.7162580645161291,3.6780603537981276,82,1081
120.0,0.0,3.870967741935484,1.9116271650911054,0,12,0.01767741935483871,0.404,0.7162580645161291,3.654318418314256,83,1082
120.0,0.0,3.870967741935484,1.9333063019149175,0,13,0.02258064516129032,0.39380645161290323,0.7099354838709677,3.737673257023934,84,1083
120.0,0.0,3.870967741935484,1.912234556470366,0,14,0.019870967741935485,0.40516129032258064,0.7154838709677419,3.6566409989594173,85,1084
120.0,0.0,3.870967741935484,1.8987591106429853,0,13,0.017806451612903226,0.4064516129032258,0.7169032258064516,3.6052861602497406,86,1085
120.0,0.0,3.870967741935484,1.9064903658525132,0,12,0.01870967741935484,0.4038709677419355,0.7152258064516129,3.6347055150884495,87,1086
120.0,0.0,3.870967741935484,1.909803831910171,0,13,0.021161290322580645,0.40916129032258064,0.720516129032258,3.6473506763787724,88,1087
120.0,0.0,3.870967741935484,1.889494478969492,0,13,0.017548387096774195,0.4126451612903226,0.7202580645161291,3.570189386056192,89,1088
120.0,0.0,3.870967741935484,1.9156728032944452,0,13,0.019225806451612905,0.404,0.7150967741935483,3.669802289281998,90,1089
120.0,0.0,3.870967741935484,1.905881143839586,0,13,0.018193548387096775,0.4027096774193548,0.7176774193548388,3.6323829344432887,91,1090
120.0,0.0,3.870967741935484,1.8936555445856735,0,13,0.017161290322580645,0.4134193548387097,0.7193548387096774,3.5859313215400634,92,1091
120.0,0.0,3.870967741935484,1.8999819266351095,0,12,0.016129032258064516,0.4170322580645161,0.7130322580645161,3.6099313215400626,93,1092
120.0,0.0,3.870967741935484,1.931503433879539,0,13,0.020774193548387096,0.40361290322580645,0.7129032258064516,3.73070551508845,94,1093
120.0,0.0,3.870967741935484,1.891405612899519,0,13,0.01858064516129032,0.40116129032258063,0.7176774193548388,3.577415192507805,95,1094
120.0,0.0,3.870967741935484,1.8801155675507062,0,12,0.01832258064516129,0.416,0.7232258064516129,3.5348345473465144,96,1095
120.0,0.0,3.870967741935484,1.8935874041152507,0,13,0.015870967741935485,0.40425806451612906,0.7166451612903226,3.585673257023934,97,1096
120.0,0.0,3.870967741935484,1.9155380863479954,0,13,0.01896774193548387,0.40683870967741936,0.7148387096774194,3.66928616024974,98,1097
120.0,0.0,3.870967741935484,1.9072347062608392,0,12,0.02167741935483871,0.3979354838709677,0.7153548387096774,3.6375442247658696,99,1098
120.0,0.0,3.870967741935484,1.8847766272010296,0,14,0.016129032258064516,0.41083870967741937,0.7225806451612903,3.5523829344432887,100,1099
