work_idx,expert_1_raw,expert_2_raw,expert_3_raw,expert_4_raw,expert_5_raw,z_score_score,robust_z_score,percentile_score
27,73,95,67,78,42,1.2080272212545358,1.198958422754457,1.3487604577396106
28,54,56,63,63,81,0.6645913922170449,0.6104062761286558,0.6284084816601807
29,70,82,80,78,80,1.5778347235523997,1.500230961987336,1.5967142476611043
30,75,62,60,91,83,1.315431314456839,1.239019086044582,1.3865738972870958
31,58,66,45,83,50,0.5053652964585631,0.4950038944373222,0.5683513123223243
32,49,70,47,77,75,0.6629087225301099,0.6097459355249724,0.610322518506662
33,53,75,75,74,90,1.2628274342783208,1.1721674611193027,1.3512125881800858
34,86,50,57,58,75,0.817560753410984,0.7890755766109875,0.7246262595873055
35,85,71,85,85,61,1.5765367555255267,1.5307638537100297,1.684405240298388
36,66,69,70,73,45,0.802128225386291,0.7975656700869165,0.7962190749505579
37,61,58,85,52,58,0.6928933242436817,0.6781697999828313,0.761793022021094
38,60,53,80,78,85,1.1334814671562898,1.0546582784543126,1.153344230195787
39,62,49,58,63,54,0.3292721782483559,0.32834650398389775,0.3121522925270234
40,49,59,75,62,85,0.8204052543456708,0.7525052850831888,0.8300950252898744
41,85,66,69,74,76,1.3480315832184675,1.2939845801035603,1.2437792314813234
42,54,63,59,50,55,0.2774132561832031,0.2784750660104768,0.26311954761160916
43,95,63,58,85,40,1.0396394024034694,1.0475832005577048,1.093035650456148
44,68,67,49,70,88,0.9643402411629094,0.8980632210093967,0.9964705542529735
45,54,56,72,60,42,0.32693171334426296,0.3389119536428319,0.33157373231726606
46,50,70,71,68,60,0.719993236725814,0.6892698110828424,0.6959212686388637
47,74,94,76,83,76,1.7441284587330592,1.6682090336481274,1.8029813116433986
48,84,39,80,47,79,0.8651566940521238,0.8310858169215111,0.8302534085256663
49,95,65,45,32,75,0.6826847917647925,0.6774780145884962,0.6501051026049345
50,66,67,82,65,76,1.173013087259358,1.115975620224912,1.1970282989963785
51,70,40,67,59,74,0.6067581663493052,0.5746221043671469,0.5654142026728612
52,48,65,76,68,53,0.618946477554992,0.5993377098192962,0.6089163575379307
53,60,72,71,71,60,0.9115766001831807,0.8798252424314749,0.8921148164769054
54,55,77,45,54,90,0.7092532951717043,0.6482343592825179,0.8174579876679354
55,76,78,74,81,70,1.4570173302690024,1.3997334110648558,1.4686218154539483
56,34,82,62,72,58,0.567216539163297,0.5337438765200806,0.5590007513595566
57,75,73,84,26,85,1.054275909978438,1.011736139214893,1.1657665044485839
58,73,53,68,58,58,0.6401014929160617,0.6325119639567233,0.6237229584646533
59,51,61,74,77,53,0.6835876175829101,0.6596173734983933,0.6702749277579751
60,63,62,50,61,73,0.586051412636696,0.5532710915147175,0.5397690812468401
61,50,94,62,86,56,1.065923149670369,1.0240310523596645,1.1734583311285705
62,53,62,59,80,75,0.801564832021039,0.7438894124446532,0.7466060241170462
63,68,62,54,65,76,0.7803037140083501,0.7382607949180189,0.7346123443784311
64,80,64,76,80,93,1.5950547874450347,1.502998103564676,1.6790193322604146
65,60,75,82,55,95,1.2862116405056827,1.2002476591711722,1.512382993920753
66,72,86,71,42,68,1.0090245651546959,0.9844106161386614,1.0609471900900327
67,62,65,75,77,57,0.9357730898084657,0.9052955228592623,0.9192254382894998
68,94,37,54,76,65,0.8158349359185033,0.7976285596682199,0.706976401641278
69,39,80,66,74,65,0.7568691816601281,0.7094259218905112,0.7148779010336292
70,69,73,53,82,72,1.066456503005647,1.0148177286987488,1.0870375930720413
71,61,68,52,83,82,1.0030048722753395,0.9336272792363445,1.0456697111887618
72,48,61,60,61,88,0.6624410857137397,0.5961932307541373,0.7020574247094757
73,75,64,62,61,85,1.052203195376325,0.9947559522630346,1.0430582462223348
74,68,45,93,43,75,0.8059063948564124,0.7707747084517623,0.8803414732180419
75,71,83,56,56,50,0.7303363299414796,0.7335755211109319,0.8042558261858306
76,64,55,60,62,45,0.349056339165868,0.3621182091437049,0.3422696379992919
77,55,48,70,44,44,0.05665801617354253,0.08172501090348114,0.07137330164492343
78,40,64,57,77,80,0.6487110630624906,0.5823575228674379,0.5906477530951589
79,54,70,66,60,58,0.5986187497838266,0.5809110624974648,0.5814324377123663
80,55,70,62,48,53,0.37319453828874416,0.37585958265844954,0.39681429868492374
81,60,43,62,72,80,0.6577576905245017,0.6040544284170346,0.6003341612302333
82,73,30,62,59,80,0.5214803800266269,0.4850987853820715,0.5055313836065481
83,63,73,70,67,91,1.2393716721205028,1.157577078256965,1.3282064657590962
84,41,31,61,80,90,0.43825493587279823,0.361269199796112,0.5472094437185884
85,50,83,69,62,70,0.8985162376901175,0.8518393787515601,0.9019769369070125
86,58,57,44,68,85,0.5873667804628538,0.531479851593166,0.568415951284557
87,50,72,62,63,68,0.6606340105365734,0.623487309039717,0.627167375903305
88,91,37,62,47,69,0.5965659234195192,0.5903130549022901,0.5188782860745853
89,45,74,52,82,78,0.8118517809221268,0.7450214249081105,0.8338061317593051
90,54,70,91,81,70,1.2803163834677518,1.2133286920822333,1.323887788964916
91,66,68,43,82,50,0.6002125723001324,0.592545635038553,0.6594317192365269
92,66,73,69,68,62,0.9663729694960356,0.9353567427221818,0.940563932292714
93,48,59,66,55,54,0.28156126721124297,0.2772172743844132,0.2705741820382259
94,63,50,67,73,84,0.9035063781019307,0.8380351156555124,0.8641678873606704
95,68,53,68,52,60,0.5280713080007042,0.5207886227716256,0.5215383999318887
96,66,73,62,78,75,1.1286226922391163,1.070192005036198,1.1012054340318151
97,63,54,73,51,86,0.8057873294048953,0.7503670393188808,0.8712827072303233
98,40,51,50,82,62,0.2585988317362468,0.2270942780857795,0.2754453148880137
99,60,65,48,66,86,0.7539568703880601,0.6938607505179744,0.7622460317053423
100,68,66,42,76,85,0.8975295738998493,0.8352365292875209,0.9080331203158588
101,58,70,49,61,68,0.5539521025759286,0.5267002434141245,0.5169014775106074
102,87,44,63,80,60,0.9165401662209749,0.8959564200357402,0.8607476517658037
103,83,47,53,63,72,0.7127064012964027,0.6876661267596113,0.6256347461821291
104,51,41,67,55,63,0.20410909013543024,0.19014664907016182,0.18964013497605609
105,65,71,64,50,76,0.8133615792462162,0.7751455343523332,0.8122222597092124
106,78,60,68,86,64,1.1720636489226086,1.130314444762037,1.210801364854339
107,70,76,49,70,61,0.8143984763225705,0.7925973931639655,0.7918686185783852
108,49,74,59,50,68,0.4890423272045751,0.4628358736007462,0.46597491192697393
109,68,71,61,68,91,1.1772665178217783,1.1005047832243302,1.2644720178778643
110,66,70,81,50,75,1.0196611391326722,0.9758576330814293,1.054060168064565
111,82,37,73,58,68,0.729191018945049,0.7089542500307374,0.6774913550339633
112,62,40,45,51,65,0.03446038084927816,0.03295414060286582,0.025915197943264356
113,62,63,65,62,82,0.8840357138912399,0.8273124420433204,0.8413704210739962
114,86,59,61,55,53,0.7120900279356386,0.7195196996896713,0.6632393414139572
115,65,69,73,73,87,1.2778827311202443,1.1985810852666379,1.323174156790192
116,79,39,70,50,61,0.5117709322177877,0.5102546179033431,0.4929382701185364
117,72,63,53,84,47,0.7343832438480357,0.7285757993973292,0.8062443320319129
118,65,60,60,72,65,0.75177640859642,0.7205573777811739,0.6850317537272034
119,61,69,66,73,94,1.2107990713239427,1.1217300169141529,1.2816375837245766
120,59,65,49,63,72,0.5695748991621843,0.5355991191685243,0.5115339707156543
121,76,51,68,45,82,0.7671033040589086,0.7293933639542706,0.7394597623527721
122,55,54,75,47,70,0.5084771662252823,0.4815769688290935,0.5003482722480023
123,72,82,57,80,53,1.0442280520953016,1.0230877086401167,1.0906317352306218
124,65,55,58,73,75,0.7818921613855536,0.735021981480905,0.7196795221102212
125,68,70,68,68,46,0.7706875929016231,0.7693911376630924,0.7568658151088774
126,45,55,76,66,73,0.645510361961313,0.5953442214065443,0.6092100369519639
127,55,63,70,64,59,0.6301124395730128,0.6081108064110898,0.5995252532420802
128,83,65,60,37,66,0.6734079495322238,0.6704972710638434,0.6016104798851056
129,41,48,75,72,68,0.5048879610224188,0.4605718486738318,0.46138545009160137
130,41,56,68,75,85,0.7325667540619825,0.6568502319210535,0.7252380359268721
131,43,43,70,71,81,0.5332484697109778,0.47145174623928165,0.49173375880478
132,51,55,80,83,86,1.1057087759454038,1.0186539931582428,1.2169210163351916
133,83,41,79,55,69,0.8464013660968236,0.8229416161427492,0.7946296245804689
134,56,70,45,69,57,0.44781419817269513,0.43475567554887673,0.424237896133436
135,54,66,53,74,84,0.8184104144463223,0.7515304965729896,0.7932039208191203
136,76,47,57,60,54,0.44384267237357866,0.4492831688299111,0.4280008588588423
137,54,67,51,83,72,0.7773322033775767,0.7247395349378353,0.8009460434124929
138,52,56,59,41,67,0.19091590996677704,0.18017865043360798,0.15626721474244146
139,56,48,57,40,78,0.2247823227182894,0.20005175812541257,0.20162914529547252
140,39,51,78,51,72,0.36247374876049804,0.3252334697093905,0.34362546970967367
141,67,43,70,82,40,0.5349548747616206,0.5406302856727786,0.5932781291295808
142,51,74,46,70,54,0.423447030864095,0.41202109190777747,0.4109858180076376
143,59,62,60,53,88,0.7317639007987138,0.6738304188729118,0.779252887549424
144,74,53,70,41,59,0.49955264901623,0.5031166504254324,0.49938002497179
145,46,60,80,72,87,0.9900136884172591,0.9073708790422671,1.019551163820419
146,46,49,80,67,89,0.8170852193078563,0.7385752428245348,0.882067280532301
147,55,73,57,84,75,0.9859068307604932,0.9227473816708945,1.035883009443909
148,60,53,71,53,86,0.7502394373267725,0.6938607505179744,0.8079363448718022
149,63,69,60,69,48,0.6225031978892325,0.6199340476960875,0.5931003262750629
150,35,61,52,80,78,0.4929368601259805,0.4299446225791835,0.4560265230013865
151,55,76,50,50,60,0.39353430611739554,0.3859848052482614,0.40888117839318294
152,76,71,55,63,75,0.9795582327748399,0.9390672280190694,0.9425158220111193
153,41,78,59,73,72,0.733144168136427,0.6786100270519535,0.6872339483818208
154,31,64,77,71,45,0.3408619681220893,0.3291955133314907,0.32123145871818576
155,52,74,60,55,48,0.38282003147226196,0.3875884895714924,0.40428664753810617
156,36,70,67,83,48,0.5219250039941687,0.49909171722202883,0.5823708971612002
157,90,66,64,77,47,1.0730583114701806,1.0704435633614104,0.9844752626237601
158,70,67,63,81,88,1.2920309457581696,1.210875998411409,1.3859212793754707
159,47,80,56,82,73,0.9112048071569813,0.8496696881966004,0.9325495336775591
160,64,61,62,60,69,0.6853393942843278,0.6553094371791256,0.6387277707143774
161,60,55,80,45,55,0.46775321387394725,0.4669551411761043,0.49911175139438485
162,64,58,47,60,80,0.5747596448649096,0.5334923181948679,0.5315358120500772
163,65,64,80,60,84,1.1264893968569256,1.0612302397004947,1.1402851168978418
164,64,33,60,53,50,0.025112016395388393,0.043896927749618994,0.06155687205418157
165,58,80,57,71,56,0.7646360059664408,0.7432919614222732,0.7523931160699788
166,53,43,71,47,78,0.3783698986660012,0.34259099414906785,0.369375394854053
167,42,80,57,82,63,0.7501489113752136,0.7045519793395149,0.7936323171135049
168,65,65,60,49,54,0.43956320883309524,0.4442834471163083,0.4452100358085794
169,51,61,74,80,63,0.8244693972323054,0.780679817507013,0.813606481838568
170,42,68,48,78,76,0.5793570954202709,0.5224237518855083,0.5388723395027344
171,70,46,54,44,68,0.28479700850394557,0.27916685140481173,0.26746747466489
172,65,44,61,83,47,0.4927623418661913,0.4888721602602623,0.5625120788859119
173,48,61,64,71,71,0.642629768642783,0.5961303411728341,0.5662605447946253
174,66,62,85,53,45,0.6813183735632495,0.6881377986193852,0.7733109655159801
175,53,33,80,58,54,0.2323041153463487,0.22863507282770743,0.27284903766164137
176,39,76,57,80,84,0.8629981843994632,0.7831325111778371,0.8852725007456123
177,54,66,54,81,80,0.866441252332655,0.8004585908268629,0.8597284759183014
178,58,52,68,53,54,0.3293816870213104,0.33004452267908363,0.32831395970112276
179,68,71,68,58,52,0.735910757090864,0.7318460576250945,0.7556251985907888
180,60,43,70,79,73,0.7626649601510154,0.7118471707706835,0.7188917562710901
181,53,68,54,79,75,0.8023083376299764,0.7457760998837486,0.7522657895417824
182,32,70,47,80,70,0.41689465926365965,0.3665833694162306,0.3915068705085345
183,60,61,54,70,51,0.4489363689370706,0.44513245646390126,0.41490018232590514
184,52,68,82,61,85,1.051494236488551,0.9788134434026787,1.1186813772740016
185,39,60,53,71,75,0.4134131219746299,0.36353322472302646,0.33195456081000485
186,41,80,70,70,82,0.9721272430864994,0.8968368741739848,0.9524924672095189
187,52,61,65,64,83,0.7590760372158372,0.6976341253961651,0.7225381940887572
188,33,61,82,40,63,0.24000572867194858,0.22089965432741643,0.280566393109815
189,71,56,35,70,55,0.3332789594154476,0.33517002355529274,0.32469459547928253
190,60,44,53,50,72,0.22402709249479763,0.20571182044269865,0.1943940153783537
191,40,57,47,81,73,0.4028773681335339,0.3524332136230154,0.3880061120306805
192,62,57,71,78,86,1.1066239697552445,1.0293137771891314,1.135502026485859
193,79,63,77,92,60,1.361785472203049,1.3172537251857368,1.509709439383091
194,36,71,75,75,95,1.0514392841588769,0.9491295610275781,1.207503459448463
195,76,24,71,47,51,0.15487868968615484,0.17703417136844898,0.1988143065899028
196,46,62,56,80,70,0.6167064510074292,0.5677042504237972,0.5767710131383579
197,34,52,80,55,70,0.3573253155776701,0.31809550223147964,0.3414432056892359
198,53,53,83,80,50,0.7252883144347966,0.7030111845975868,0.7919697218033113
199,62,57,70,92,43,0.7887884184694265,0.7756172062121072,0.9641541606851352
200,40,46,44,81,78,0.2798647204995294,0.22571070729710957,0.2750261836105934
201,94,52,68,77,75,1.3013994815784724,1.2535780241162677,1.1609533331158661
202,47,65,62,77,55,0.5495674794867014,0.5255367861600156,0.5264984279034705
203,54,53,60,78,74,0.6811611453758651,0.6295247088448221,0.6153577815214312
204,52,64,69,82,55,0.7483788095495786,0.7184505768075173,0.7711404290795667
205,67,65,60,50,58,0.520253676384065,0.5176126989158151,0.5161455614205928
206,62,72,54,58,83,0.8234009130435735,0.770271591801337,0.8218104587401424
207,40,43,66,70,88,0.5064512572466128,0.434504117223664,0.5310597989263568
208,65,88,84,60,50,1.1146101560103385,1.098838209319796,1.2348737353599555
209,56,65,55,72,52,0.49197301455049375,0.48223730943277693,0.4662577292192408
210,78,43,68,79,43,0.6543276080002907,0.6603406036833799,0.6276467274481163
211,66,56,75,81,42,0.7592822539296225,0.7554925401950897,0.808563913802249
212,67,45,67,30,67,0.23055778615834993,0.23159088314895682,0.21653418782959535
213,63,64,80,66,72,1.0381645232204886,0.9885927732953229,0.9971390476589468
214,58,55,44,65,76,0.43203633476070447,0.3948836810026612,0.38376522878806957
215,72,52,67,42,53,0.3689787045320113,0.3835006667867858,0.376206640356852
216,64,64,49,52,75,0.5326655121503286,0.5036197670758578,0.4992815098298057
217,60,51,79,48,61,0.5026027222162014,0.4907274029087061,0.4992598300466633
218,39,57,62,67,84,0.5420730902829336,0.47654580232483923,0.507143936203323
219,70,53,68,53,78,0.7590496421605076,0.7200228163400968,0.7318884452254908
220,56,46,92,62,76,0.8694448790804501,0.8150489736892004,0.8985840795076516
221,56,66,66,70,46,0.5577845386614733,0.5546861070940391,0.5277216558994093
222,49,78,72,80,44,0.7825421424419297,0.7667812200390105,0.8220607848688122
223,86,66,60,64,72,1.0920684874444553,1.0573625304503493,0.9934811212778648
224,42,51,63,77,54,0.30884061656548895,0.28966941148244263,0.2936872143182766
225,35,50,54,85,86,0.5216468620644387,0.4434029929780639,0.6268289950667016
226,59,49,42,48,50,-0.1248073497934219,-0.09996298948140307,-0.1126593889442002
227,43,40,69,82,55,0.32659675387700915,0.30271899960285226,0.3731227839132452
228,59,64,67,65,47,0.5400328508406453,0.5400013898597469,0.5049830143981329
229,62,75,52,52,50,0.41440789822810575,0.42349844049560764,0.4555458616707673
230,48,60,46,55,62,0.12551473472175112,0.1161570566669717,0.10218918907959655
231,45,41,41,75,91,0.31764806093214754,0.24970308256427237,0.4071209082676755
232,41,75,68,58,83,0.7603183855070597,0.6954644348412055,0.7687828368788345
233,60,64,67,61,45,0.48713873890612075,0.4939976611364714,0.4629354564111079
234,72,43,59,30,69,0.1914704127681822,0.19439169580812646,0.17675659299385615
235,47,61,54,55,45,0.044134255570120254,0.060153884516490744,0.04782899725044225
236,47,51,68,54,78,0.4394508398604705,0.3956069111876478,0.40049668104879627
237,51,70,47,79,80,0.7655118055294059,0.7024451783658583,0.7294466218039778
238,56,53,52,78,75,0.6166624741516111,0.5673898025172813,0.5694587925815359
239,68,50,78,91,46,0.9031996515146646,0.8854224151674577,1.0326504592461367
240,50,44,51,63,80,0.2968986019347205,0.2531305647452956,0.2624899314323595
241,33,10,35,20,20,-1.6854427890335142,-1.5751638981100737,-1.7494139370952688
242,47,38,46,52,67,-0.1446496356772184,-0.15329335442649888,-0.15745593977388808
243,60,32,50,35,50,-0.369084715076935,-0.3317425413742695,-0.32853527433312946
244,65,52,26,44,48,-0.27710657427583507,-0.23794273086057793,-0.21899057356258975
245,45,33,47,55,32,-0.5636422386140113,-0.5129588698993798,-0.5236671430329993
246,20,40,43,43,28,-1.0356423250099458,-0.9739080560610308,-1.024766354479217
247,58,53,53,64,75,0.49947288725390493,0.46135796844012145,0.4499289341300923
248,69,33,42,53,68,0.055707183390228086,0.05248135559750296,0.06284573257575236
249,46,45,45,44,72,-0.1182677505741431,-0.13125055617973466,-0.14162005283513934
250,20,35,37,20,52,-1.1744085476623383,-1.1316351259694037,-1.1794422194880414
251,50,25,56,30,31,-0.7735893819809165,-0.7016590585995687,-0.7162537673042687
252,60,34,42,49,54,-0.24627988937892914,-0.22407557818322693,-0.21367294549763188
253,40,47,44,44,28,-0.6578633132486205,-0.5956272245224087,-0.6311656549037685
254,32,29,58,68,73,-0.06131165344628993,-0.09886242180859746,-0.11529936986863967
255,34,50,42,80,63,0.052859630979764226,0.024023820057814428,0.032818282554976944
256,42,51,26,40,39,-0.7366160874433344,-0.6829179633712211,-0.6787330760704393
257,55,64,61,77,48,0.5553991728678904,0.5459759000835489,0.5303120771726487
258,27,46,52,50,74,-0.180505154875075,-0.20920219220502503,-0.21557399569769897
259,45,56,52,50,82,0.270450977703654,0.22819484575858517,0.2574656271192922
260,34,34,22,20,25,-1.4817158279756648,-1.38180988039345,-1.4161178931100977
261,52,46,37,61,31,-0.3778695931073145,-0.3284722831465042,-0.3579011943693213
262,42,30,50,20,20,-1.1231399580142907,-1.0245341690100898,-1.1454223990216452
263,44,46,31,47,52,-0.49157490096616907,-0.4663891349443759,-0.4531755579061191
264,29,43,35,70,60,-0.33477913576559326,-0.3458612523768332,-0.3757368910954353
265,44,45,25,23,52,-0.8487882068746302,-0.8012761553838041,-0.789339968217423
266,46,49,62,51,46,-0.05242287668650765,-0.034903717623264365,-0.03862865330067664
267,32,27,46,36,38,-0.9726136464507444,-0.9173703224694728,-0.9336524264094059
268,41,33,73,56,78,0.21906409230523766,0.17599649327694658,0.2347653393529463
269,35,20,20,22,20,-1.7014841784524435,-1.5887480476715605,-1.7235793945864657
270,50,46,64,42,50,-0.06926034168897907,-0.050626112949059145,-0.055614457068283274
271,30,45,46,60,55,-0.32177649524419055,-0.32168020836576083,-0.3324404985028798
272,49,53,52,56,78,0.3099495422587252,0.2716515464390819,0.2806427430055521
273,65,54,42,82,53,0.43012001133010785,0.4220834249162861,0.48368684396508543
274,32,53,50,34,52,-0.4663922237804785,-0.44431489190696,-0.44379929609166646
275,55,38,33,35,48,-0.5977766521547518,-0.5520761894699573,-0.5441446506740365
276,53,69,54,49,40,0.10384739293944341,0.13197378636472124,0.11445572720568045
277,40,65,51,79,61,0.40334112980692965,0.37092275052615,0.3758310548182441
278,35,40,70,86,45,0.17039196554203895,0.15863896883726913,0.27689229895460754
279,62,39,51,50,75,0.19439445340399844,0.1738268027219869,0.17501588002641774
280,44,45,52,54,63,-0.04059603544726083,-0.04955699006690508,-0.04806184738770756
281,30,25,46,33,24,-1.2081916394853707,-1.1259121740708142,-1.1494718241396686
282,28,63,46,45,53,-0.31083439422402337,-0.30155554234874354,-0.31397800803305487
283,50,26,54,49,45,-0.4237838767277335,-0.3908587477992577,-0.38846568655887076
284,60,67,43,36,51,0.004458414970697144,0.031004563582467247,0.03270134394680071
285,39,32,49,70,84,0.09537637727954876,0.04166434761335611,0.07478741840472632
286,60,44,74,44,52,0.20950645695080072,0.22111976786197748,0.23624605023100648
287,40,48,60,35,66,-0.13433360135450761,-0.13879730593611614,-0.15187810735498636
288,61,32,54,33,63,-0.1876971630723581,-0.17304068295569713,-0.16753280278553517
289,55,38,44,66,38,-0.21862993683476145,-0.18542993047242343,-0.2238443326873199
290,48,66,53,58,50,0.19486138243092266,0.19879396649934894,0.20079339937438742
291,40,28,24,27,20,-1.4275245974214474,-1.3222534468993394,-1.3795817017869176
292,55,35,31,20,55,-0.7535262138772492,-0.7060927740814427,-0.7256555661089716
293,39,82,61,74,46,0.5144613230837164,0.5017645244274139,0.5256216190651365
294,58,48,62,60,82,0.5814796466647045,0.5318571890809851,0.5493779541688859
295,42,20,22,27,20,-1.5271370498585028,-1.4179085000614748,-1.4993521397645515
296,43,33,45,45,39,-0.6523009999258489,-0.6052807752524467,-0.6098232867822893
297,51,57,54,62,62,0.30765063103801604,0.2905813104113388,0.27500796622715
298,37,48,27,75,51,-0.30805873202910933,-0.30378812248500636,-0.2920321951673516
299,65,32,57,74,52,0.24383217338553315,0.2442316889908958,0.2477118095693033
300,20,25,25,23,35,-1.6019954640996434,-1.5231856591629964,-1.5479405799363744
301,38,25,22,23,60,-1.1326420509420836,-1.0923291376549167,-1.0690441529546904
302,58,60,57,68,38,0.28604030872100494,0.3050144693204183,0.2396600528229408
303,35,54,38,40,31,-0.7250159381181929,-0.6653403253969827,-0.688929579031125
304,54,44,60,51,80,0.3304446880587911,0.29293966971020796,0.30586285994365353
305,29,20,20,20,24,-1.7606202514332765,-1.6544676601333825,-1.777955315536813
306,62,31,41,40,62,-0.28492883371602645,-0.2675951684450268,-0.26392184110675554
307,51,59,33,46,35,-0.40309394998640935,-0.35126975636890656,-0.3877492594171957
308,37,51,68,51,77,0.26231614245585755,0.22058520642090054,0.22371598031870735
309,37,55,49,70,39,-0.12465466747138276,-0.10794996630690679,-0.1630240980806028
310,65,31,55,48,59,-0.009689320836797905,0.0005974510223801966,0.011610442701305335
311,40,50,39,69,65,-0.007083752720625114,-0.02798586367991468,-0.065804443404889
312,46,28,27,30,54,-0.9111089867039718,-0.867624663658658,-0.8279880213797999
313,54,38,61,44,47,-0.16487434555820496,-0.13779107263526527,-0.14439902438095903
314,40,48,56,51,72,0.05801635562101204,0.0321365760459245,0.03264794531352015
315,76,54,78,33,52,0.4759584672333306,0.4945007777868968,0.5074302830023807
316,58,38,28,40,40,-0.6515358975808627,-0.5929858621076752,-0.5911031746407968
317,32,60,55,71,47,0.0452825133786013,0.041821571566614056,0.005982686755787348
318,45,60,37,49,79,0.08654789167884032,0.05594028256917778,0.058596030239258544
319,40,66,33,47,30,-0.5036013233091504,-0.4484027146916666,-0.45786971892776085
320,54,30,39,27,35,-0.8644174020427761,-0.790018920330535,-0.8219691084950741
321,48,47,52,38,42,-0.36654198851160513,-0.325956699894377,-0.3505708858268607
322,41,53,38,43,36,-0.5706802256035357,-0.5205685092370645,-0.5455407344550915
323,42,37,58,83,39,-0.02502935389216463,-0.01597395365100751,0.048769213790532784
324,62,35,44,44,48,-0.3019610411194817,-0.26614870807505375,-0.26938314681445547
325,63,51,48,46,72,0.24368901532418227,0.229201079059436,0.21443376993828914
326,62,32,63,40,45,-0.17486070906884807,-0.1384199684482971,-0.1410702829334673
327,75,33,38,47,72,0.060396480574586485,0.05807852833348588,0.0529245121149994
328,23,40,35,45,61,-0.7209836822611003,-0.7140168613256431,-0.689743145932815
329,39,50,44,40,25,-0.7102903115544492,-0.6408133886887428,-0.6835331515367207
330,31,25,20,35,49,-1.2350504501321466,-1.1856887210994862,-1.1873583805571302
331,47,23,24,20,20,-1.475721174021863,-1.3617795487483875,-1.4654986217492922
332,53,30,34,25,20,-1.1247115741229572,-1.020477791016035,-1.099359573742716
333,56,58,37,40,50,-0.2043929124036851,-0.17439280895371548,-0.179424481330142
334,48,42,61,52,78,0.22797517273314893,0.192127670881212,0.20845420687802493
335,58,65,81,50,44,0.5176288418695041,0.5278322558775816,0.5622188042554516
336,42,40,63,42,78,0.03674575998196887,0.007420970593775156,0.027243638986111308
337,62,41,32,43,58,-0.2829500339463086,-0.2601741978512517,-0.25722344327985247
338,52,44,33,23,49,-0.685484441424577,-0.6344929857677734,-0.6425278999316213
339,63,55,37,51,49,-0.03694100194997611,-0.011603127750436548,-0.009401342438356487
340,25,20,25,20,20,-1.7930769928480654,-1.683082419626329,-1.815145738833337
341,35,22,56,55,66,-0.3555006095593032,-0.3666148142068823,-0.35131716885478925
342,43,33,52,50,66,-0.21749030057111965,-0.2247359187869103,-0.21279465838679848
343,40,50,28,25,61,-0.6818293164837723,-0.6554352163417319,-0.6489139285539361
344,35,40,28,40,42,-0.9104757451491345,-0.8607382545059599,-0.8565722592193395
345,42,30,33,55,62,-0.4973939937247196,-0.49211097369737605,-0.46677774094518976
346,40,32,50,25,38,-0.8754136573689657,-0.8132251758314082,-0.8324020521399772
347,31,48,43,71,62,-0.11079275117821581,-0.13109333222647673,-0.15987109650020864
348,40,39,50,34,61,-0.4397699538883491,-0.427146036211192,-0.4271007479036656
349,46,66,40,32,55,-0.23409574807876338,-0.21244100564213877,-0.19902439753210943
350,72,30,56,35,47,-0.19067779496919623,-0.14779051606247076,-0.14720329941637317
351,35,40,43,73,53,-0.2326382802005426,-0.2354271476084508,-0.2441102837676344
