id,std_score,n
116,2.220446049250313e-16,3
117,2.220446049250313e-16,3
118,1.4802973661668753e-16,3
119,2.220446049250313e-16,3
120,0.0,3
121,-2.7755575615628914e-17,4
122,0.0,3
123,-7.401486830834377e-17,3
124,0.0,3
125,-7.401486830834377e-17,3
126,0.0,3
127,-7.401486830834377e-17,3
128,0.0,3
129,-1.4802973661668753e-16,3
130,-2.9605947323337506e-16,3
131,0.0,3
132,7.401486830834377e-17,3
133,0.0,3
134,-2.220446049250313e-16,3
135,1.4802973661668753e-16,3
136,0.0,3
137,2.7755575615628914e-16,4
138,8.326672684688674e-17,4
139,1.4802973661668753e-16,3
140,7.401486830834377e-17,3
141,-1.4802973661668753e-16,3
142,0.0,3
143,7.401486830834377e-17,3
144,-2.220446049250313e-16,3
145,2.9605947323337506e-16,3
146,7.401486830834377e-17,3
147,-2.220446049250313e-16,3
148,0.0,3
149,-7.401486830834377e-17,3
150,-1.4802973661668753e-16,3
151,0.0,3
152,1.4802973661668753e-16,3
153,0.0,3
154,-7.401486830834377e-17,3
155,-7.401486830834377e-17,3
156,7.401486830834377e-17,3
157,-7.401486830834377e-17,3
158,1.4802973661668753e-16,3
159,-1.4802973661668753e-16,3
160,-7.401486830834377e-17,3
161,7.401486830834377e-17,3
162,-1.4802973661668753e-16,3
163,1.4802973661668753e-16,3
164,1.4802973661668753e-16,3
165,-2.220446049250313e-16,3
166,-1.4802973661668753e-16,3
167,-7.401486830834377e-17,3
168,1.4802973661668753e-16,3
169,7.401486830834377e-17,3
170,-7.401486830834377e-17,3
171,7.401486830834377e-17,3
172,2.220446049250313e-16,4
173,1.4802973661668753e-16,3
174,-1.1102230246251565e-16,4
175,-7.401486830834377e-17,3
176,1.4802973661668753e-16,3
177,-1.4802973661668753e-16,3
178,-7.401486830834377e-17,3
179,-2.9605947323337506e-16,3
180,-7.401486830834377e-17,3
181,1.4802973661668753e-16,3
182,-1.4802973661668753e-16,3
183,1.4802973661668753e-16,3
184,0.0,3
185,-7.401486830834377e-17,3
186,-2.9605947323337506e-16,3
187,7.401486830834377e-17,3
188,1.1102230246251565e-16,4
189,-1.4802973661668753e-16,3
190,0.0,3
191,1.4802973661668753e-16,3
192,7.401486830834377e-17,3
193,7.401486830834377e-17,3
194,7.401486830834377e-17,3
195,7.401486830834377e-17,3
196,1.4802973661668753e-16,3
197,2.220446049250313e-16,3
198,5.551115123125783e-17,4
199,-7.401486830834377e-17,3
200,-1.4802973661668753e-16,3
201,2.9605947323337506e-16,3
202,0.0,3
203,0.0,3
204,-7.401486830834377e-17,3
205,-2.220446049250313e-16,3
206,0.0,3
207,-7.401486830834377e-17,3
208,2.220446049250313e-16,3
209,-1.4802973661668753e-16,3
210,-7.401486830834377e-17,3
211,-2.220446049250313e-16,3
212,-7.401486830834377e-17,3
213,-2.220446049250313e-16,3
214,-7.401486830834377e-17,3
215,-7.401486830834377e-17,3
216,7.401486830834377e-17,3
217,-2.220446049250313e-16,3
218,0.0,3
219,0.0,3
220,0.0,3
221,7.401486830834377e-17,3
222,1.4802973661668753e-16,3
223,-2.220446049250313e-16,3
224,1.4802973661668753e-16,3
225,-1.4802973661668753e-16,3
226,1.4802973661668753e-16,3
227,1.4802973661668753e-16,3
228,-7.401486830834377e-17,3
229,0.0,3
230,2.220446049250313e-16,3
231,-5.551115123125783e-17,4
232,-7.401486830834377e-17,3
233,-1.4802973661668753e-16,3
234,-7.401486830834377e-17,3
235,7.401486830834377e-17,3
236,1.4802973661668753e-16,3
237,-1.4802973661668753e-16,3
238,-7.401486830834377e-17,3
239,7.401486830834377e-17,3
240,-7.401486830834377e-17,3
241,0.0,2
242,-1.1102230246251565e-16,2
243,1.6653345369377348e-16,2
244,-1.1102230246251565e-16,2
245,0.0,2
246,-1.1102230246251565e-16,2
247,5.551115123125783e-17,2
248,-4.440892098500626e-16,2
249,0.0,2
250,0.0,2
251,1.1102230246251565e-16,2
252,0.0,2
253,2.220446049250313e-16,2
254,-1.1102230246251565e-16,2
255,0.0,2
256,2.7755575615628914e-16,2
257,0.0,2
258,-6.106226635438361e-16,2
259,-2.220446049250313e-16,2
260,0.0,2
261,-1.1102230246251565e-16,2
262,-5.551115123125783e-17,2
263,0.0,2
264,5.551115123125783e-17,2
265,1.6653345369377348e-16,2
266,0.0,2
267,1.1102230246251565e-16,2
268,1.1102230246251565e-16,2
269,0.0,2
270,0.0,2
271,1.1102230246251565e-16,2
272,1.1102230246251565e-16,2
273,0.0,2
274,0.0,2
275,0.0,2
276,0.0,2
277,0.0,2
278,6.661338147750939e-16,2
279,-6.661338147750939e-16,2
280,0.0,2
281,1.6653345369377348e-16,2
282,1.1102230246251565e-16,2
283,0.0,2
284,-1.1102230246251565e-16,2
285,1.1102230246251565e-16,2
286,4.440892098500626e-16,2
287,-4.996003610813204e-16,2
288,-1.6653345369377348e-16,2
289,-2.7755575615628914e-16,2
290,0.0,2
291,-4.996003610813204e-16,2
292,1.1102230246251565e-16,2
293,0.0,2
294,0.0,2
295,-8.881784197001252e-16,2
296,-1.1102230246251565e-16,2
297,1.6653345369377348e-16,2
298,1.6653345369377348e-16,2
299,-1.6653345369377348e-16,2
300,0.0,2
301,5.551115123125783e-17,2
302,-1.1102230246251565e-16,2
303,-1.1102230246251565e-16,2
304,1.1102230246251565e-16,2
305,1.6653345369377348e-16,2
306,0.0,2
307,4.996003610813204e-16,2
308,5.551115123125783e-17,2
309,0.0,2
310,0.0,2
311,0.0,2
312,1.6653345369377348e-16,2
313,5.551115123125783e-17,2
314,0.0,2
315,-1.6653345369377348e-16,2
316,0.0,2
317,-1.1102230246251565e-16,2
318,0.0,2
319,-5.551115123125783e-17,2
320,1.1102230246251565e-16,2
321,0.0,2
322,0.0,2
323,-1.1102230246251565e-16,2
324,1.6653345369377348e-16,2
325,-5.551115123125783e-17,2
326,1.6653345369377348e-16,2
327,0.0,2
328,0.0,2
329,-1.1102230246251565e-16,2
330,0.0,2
331,1.1102230246251565e-16,2
332,-1.1102230246251565e-16,2
333,0.0,2
334,-1.6653345369377348e-16,2
335,-2.220446049250313e-16,2
336,0.0,2
337,-1.6653345369377348e-16,2
338,0.0,2
339,0.0,2
340,3.885780586188048e-16,2
341,5.551115123125783e-17,2
342,2.220446049250313e-16,2
343,-5.551115123125783e-17,2
344,0.0,2
345,-1.1102230246251565e-16,2
346,-1.6653345369377348e-16,2
347,1.1102230246251565e-16,2
348,1.1102230246251565e-16,2
349,0.0,2
350,2.220446049250313e-16,2
351,1.6653345369377348e-16,2
352,1.1102230246251565e-16,2
353,0.0,2
354,-1.1102230246251565e-16,2
355,-1.1102230246251565e-16,2
356,0.0,2
357,0.0,2
358,-1.6653345369377348e-16,2
359,0.0,2
360,0.0,2
361,1.1102230246251565e-16,2
362,0.0,2
363,-1.1102230246251565e-16,2
364,0.0,2
365,0.0,2
366,9.43689570931383e-16,2
367,0.0,2
368,-1.0547118733938987e-15,2
369,0.0,2
370,0.0,2
371,-6.661338147750939e-16,2
372,5.551115123125783e-17,2
373,-1.1102230246251565e-16,2
374,0.0,2
375,1.6653345369377348e-16,2
376,-2.220446049250313e-16,2
377,-1.6653345369377348e-16,2
378,-1.1102230246251565e-16,2
379,-1.1102230246251565e-16,2
380,8.881784197001252e-16,2
381,0.0,2
382,1.2212453270876722e-15,2
383,-5.551115123125783e-17,2
384,0.0,2
385,-1.6653345369377348e-16,2
386,0.0,2
387,2.7755575615628914e-16,2
388,2.220446049250313e-16,2
389,0.0,2
390,0.0,2
391,0.0,2
392,0.0,2
393,-1.1102230246251565e-16,2
394,0.0,2
395,1.1102230246251565e-16,2
396,1.6653345369377348e-16,2
397,-1.6653345369377348e-16,2
398,8.881784197001252e-16,2
399,0.0,2
400,1.1102230246251565e-16,2
401,1.1102230246251565e-16,2
402,0.0,2
403,-2.220446049250313e-16,2
404,-1.1102230246251565e-16,2
405,0.0,2
406,0.0,2
407,4.440892098500626e-16,2
408,1.6653345369377348e-16,2
409,0.0,2
410,-1.1102230246251565e-16,2
411,0.0,2
412,1.0547118733938987e-15,2
413,4.996003610813204e-16,2
414,1.1102230246251565e-16,2
415,-1.1102230246251565e-16,2
416,1.1102230246251565e-16,2
417,0.0,2
418,-2.7755575615628914e-16,2
419,-1.1102230246251565e-16,2
420,-1.1102230246251565e-16,2
421,1.1102230246251565e-16,2
422,1.1102230246251565e-16,2
423,0.0,2
424,0.0,2
425,-5.551115123125783e-17,2
426,5.551115123125783e-17,2
427,0.0,2
428,4.440892098500626e-16,2
429,-1.1102230246251565e-16,2
430,-1.1102230246251565e-16,2
431,0.0,2
432,0.0,2
433,0.0,2
434,-1.6653345369377348e-16,2
435,-1.6653345369377348e-16,2
436,-1.1102230246251565e-16,2
437,1.1102230246251565e-16,2
438,1.1102230246251565e-16,2
439,0.0,2
440,0.0,2
441,5.551115123125783e-17,2
442,-1.1102230246251565e-16,2
443,1.6653345369377348e-16,2
444,0.0,2
445,-1.6653345369377348e-16,2
446,-5.551115123125783e-17,2
447,0.0,2
448,0.0,2
449,-1.1102230246251565e-16,2
450,-1.1102230246251565e-16,2
451,1.1102230246251565e-16,2
452,-1.1102230246251565e-16,2
453,0.0,2
454,1.1102230246251565e-16,2
455,1.1102230246251565e-16,2
456,-1.1102230246251565e-16,2
457,-1.1102230246251565e-16,2
458,0.0,2
459,-1.6653345369377348e-16,2
460,-1.1102230246251565e-16,2
461,-2.220446049250313e-16,2
462,1.6653345369377348e-16,2
463,1.6653345369377348e-16,2
464,-1.1102230246251565e-16,2
465,1.1102230246251565e-16,2
466,-1.1102230246251565e-16,2
467,1.6653345369377348e-16,2
468,8.881784197001252e-16,2
469,1.6653345369377348e-16,2
470,-5.551115123125783e-17,2
471,-1.6653345369377348e-16,2
472,1.6653345369377348e-16,2
473,1.1102230246251565e-16,2
474,-2.220446049250313e-16,2
475,5.551115123125783e-17,2
476,1.1102230246251565e-16,2
477,-7.216449660063518e-16,2
478,1.1102230246251565e-16,2
479,-5.551115123125783e-17,2
480,2.220446049250313e-16,2
481,-1.1102230246251565e-16,2
482,-1.1102230246251565e-16,2
483,0.0,2
484,-1.1102230246251565e-16,2
485,0.0,2
486,5.551115123125783e-17,2
487,-1.6653345369377348e-16,2
488,-1.1102230246251565e-16,2
489,-1.6653345369377348e-16,2
490,-3.885780586188048e-16,2
491,-5.551115123125783e-17,2
492,-3.885780586188048e-16,2
493,0.0,2
494,1.6653345369377348e-16,2
495,1.3322676295501878e-15,2
496,0.0,2
497,1.1102230246251565e-16,2
498,0.0,2
499,1.6653345369377348e-16,2
500,3.885780586188048e-16,2
501,0.0,2
502,0.0,2
503,-1.1102230246251565e-16,2
504,1.6653345369377348e-16,2
505,1.1102230246251565e-16,2
506,-1.1102230246251565e-16,2
507,0.0,2
508,0.0,2
509,0.0,2
510,0.0,2
511,0.0,2
512,0.0,2
513,2.220446049250313e-16,2
514,1.1102230246251565e-16,2
515,-1.6653345369377348e-16,2
516,0.0,2
517,0.0,2
518,-1.1102230246251565e-16,2
519,3.885780586188048e-16,2
520,1.5543122344752192e-15,2
521,1.6653345369377348e-16,2
522,1.1102230246251565e-16,2
523,0.0,2
524,-1.1102230246251565e-16,2
525,0.0,2
526,-1.6653345369377348e-16,2
527,-1.1102230246251565e-15,2
528,0.0,2
529,5.551115123125783e-17,2
530,0.0,2
531,0.0,2
532,2.220446049250313e-16,2
533,-1.1102230246251565e-16,2
534,-1.6653345369377348e-16,2
535,0.0,2
536,0.0,2
537,-1.0547118733938987e-15,2
538,0.0,2
539,0.0,2
540,0.0,2
541,0.0,2
542,5.551115123125783e-17,2
543,0.0,2
544,1.6653345369377348e-16,2
545,-1.1102230246251565e-16,2
546,-8.326672684688674e-16,2
547,0.0,2
548,1.1102230246251565e-16,2
549,0.0,2
550,0.0,2
551,-1.3322676295501878e-15,2
552,0.0,2
553,3.885780586188048e-16,2
554,0.0,2
555,0.0,2
556,-2.7755575615628914e-16,2
557,-1.3322676295501878e-15,2
558,2.7755575615628914e-16,2
559,0.0,2
560,-1.1102230246251565e-16,2
561,0.0,2
562,1.1102230246251565e-16,2
563,5.551115123125783e-17,2
564,1.1102230246251565e-16,2
565,-5.551115123125783e-17,2
566,-5.551115123125783e-17,2
567,0.0,2
568,-1.27675647831893e-15,2
569,-1.1102230246251565e-16,2
570,5.551115123125783e-17,2
571,-4.996003610813204e-16,2
572,0.0,2
573,0.0,2
574,1.1102230246251565e-16,2
575,-1.1102230246251565e-16,2
576,1.7208456881689926e-15,2
577,2.220446049250313e-16,2
578,-1.1102230246251565e-16,2
579,0.0,2
580,0.0,2
581,-1.1102230246251565e-16,2
582,0.0,2
583,0.0,2
584,-3.885780586188048e-16,2
585,0.0,2
586,-2.220446049250313e-16,2
587,-1.1102230246251565e-16,2
588,2.220446049250313e-16,2
589,-9.43689570931383e-16,2
590,1.1102230246251565e-16,2
591,-1.6653345369377348e-16,2
592,0.0,2
593,-1.3322676295501878e-15,2
594,-2.7755575615628914e-16,2
595,0.0,2
596,-1.6653345369377348e-16,2
597,-4.440892098500626e-16,2
598,-5.551115123125783e-17,2
599,-1.1102230246251565e-16,2
600,0.0,2
601,-2.220446049250313e-16,2
602,3.885780586188048e-16,2
603,0.0,2
604,1.6653345369377348e-16,2
605,0.0,2
606,-6.661338147750939e-16,2
607,0.0,2
608,0.0,2
609,5.551115123125783e-17,2
610,-1.1102230246251565e-16,2
611,0.0,2
612,0.0,2
613,-1.1102230246251565e-16,2
614,-1.6653345369377348e-16,2
615,0.0,2
616,0.0,2
617,-1.1102230246251565e-16,2
618,0.0,2
619,1.1102230246251565e-16,2
620,-1.1102230246251565e-16,2
621,0.0,2
622,0.0,2
623,0.0,2
624,0.0,2
625,5.551115123125783e-17,2
626,0.0,2
627,1.1657341758564144e-15,2
628,0.0,2
629,0.0,2
630,1.6653345369377348e-16,2
631,1.1102230246251565e-16,2
632,-1.6653345369377348e-16,2
633,1.1102230246251565e-16,2
634,-2.220446049250313e-16,2
635,-4.996003610813204e-16,2
636,2.220446049250313e-16,2
637,0.0,2
638,0.0,2
639,0.0,2
640,-2.7755575615628914e-16,2
641,-7.216449660063518e-16,2
642,0.0,2
643,0.0,2
644,2.220446049250313e-16,2
645,-1.6653345369377348e-16,2
646,-1.1102230246251565e-16,2
647,0.0,2
648,0.0,2
649,0.0,2
650,1.1102230246251565e-16,2
651,0.0,2
652,0.0,2
653,-2.220446049250313e-16,2
654,0.0,2
655,0.0,2
656,-7.216449660063518e-16,2
657,-1.1102230246251565e-16,2
658,-1.6653345369377348e-16,2
659,-2.220446049250313e-16,2
660,-1.6653345369377348e-16,2
661,4.996003610813204e-16,2
662,1.1102230246251565e-16,2
663,0.0,2
664,0.0,2
665,0.0,2
666,-1.1102230246251565e-16,2
667,0.0,2
668,-1.1102230246251565e-16,2
669,2.220446049250313e-16,2
670,5.551115123125783e-17,2
671,0.0,2
672,-1.6653345369377348e-16,2
673,0.0,2
674,-3.885780586188048e-16,2
675,0.0,2
676,0.0,2
677,-1.1102230246251565e-16,2
678,1.6653345369377348e-16,2
679,0.0,2
680,1.1102230246251565e-16,2
681,2.220446049250313e-16,2
682,2.220446049250313e-16,2
683,1.1102230246251565e-16,2
684,6.106226635438361e-16,2
685,3.885780586188048e-16,2
686,1.1102230246251565e-16,2
687,0.0,2
688,1.1102230246251565e-16,2
689,0.0,2
690,0.0,2
691,-1.1102230246251565e-16,2
692,-1.1102230246251565e-16,2
693,-1.6653345369377348e-16,2
694,-7.216449660063518e-16,2
695,0.0,2
696,0.0,2
697,0.0,2
698,-5.551115123125783e-17,2
699,0.0,2
700,0.0,2
701,1.6653345369377348e-16,2
702,0.0,2
703,1.1102230246251565e-16,2
704,-1.1102230246251565e-16,2
705,1.1102230246251565e-16,2
706,0.0,2
707,-1.6653345369377348e-16,2
708,-1.1102230246251565e-16,2
709,2.220446049250313e-16,2
710,1.6653345369377348e-16,2
711,0.0,2
712,0.0,2
713,-1.1102230246251565e-16,2
714,1.1102230246251565e-16,2
715,-1.1102230246251565e-16,2
716,4.440892098500626e-16,2
717,1.6653345369377348e-16,2
718,1.1102230246251565e-16,2
719,2.220446049250313e-16,2
720,-1.1102230246251565e-16,2
721,-1.6653345369377348e-16,2
722,-7.216449660063518e-16,2
723,-1.1102230246251565e-16,2
724,0.0,2
725,0.0,2
726,8.881784197001252e-16,2
727,-5.551115123125783e-17,2
728,-1.6653345369377348e-16,2
729,5.551115123125783e-17,2
730,6.661338147750939e-16,2
731,0.0,2
732,-1.1102230246251565e-16,2
733,0.0,2
734,4.440892098500626e-16,2
735,1.1102230246251565e-16,2
736,1.1102230246251565e-16,2
737,0.0,2
738,-1.1102230246251565e-16,2
739,0.0,2
740,2.220446049250313e-16,2
741,0.0,2
742,0.0,2
743,0.0,2
744,-1.1102230246251565e-16,2
745,4.440892098500626e-16,2
746,0.0,2
747,-1.1102230246251565e-16,2
748,0.0,2
749,2.220446049250313e-16,2
750,-5.551115123125783e-17,2
751,0.0,2
752,0.0,2
753,-5.551115123125783e-17,2
754,5.551115123125783e-17,2
755,5.551115123125783e-17,2
756,1.6653345369377348e-16,2
757,1.6653345369377348e-16,2
758,1.1102230246251565e-16,2
759,5.551115123125783e-17,2
760,2.220446049250313e-16,2
761,-4.440892098500626e-16,2
762,0.0,2
763,0.0,2
764,1.1102230246251565e-16,2
765,0.0,2
766,5.551115123125783e-17,2
767,0.0,2
768,2.220446049250313e-16,2
769,-2.7755575615628914e-16,2
770,-5.551115123125783e-17,2
771,4.440892098500626e-16,2
772,-2.220446049250313e-16,2
773,-1.6653345369377348e-16,2
774,-1.6653345369377348e-16,2
775,1.6653345369377348e-16,2
776,4.440892098500626e-16,2
777,1.1102230246251565e-16,2
778,0.0,2
779,0.0,2
780,0.0,2
781,1.1102230246251565e-16,2
782,-3.885780586188048e-16,2
783,5.551115123125783e-17,2
784,1.1102230246251565e-16,2
785,0.0,2
786,1.1102230246251565e-16,2
787,5.551115123125783e-17,2
788,1.6653345369377348e-16,2
789,-1.6653345369377348e-16,2
790,-1.1102230246251565e-16,2
791,0.0,2
792,5.551115123125783e-17,2
793,-1.1102230246251565e-16,2
794,0.0,2
795,-1.1102230246251565e-16,2
796,1.6653345369377348e-16,2
797,-5.551115123125783e-17,2
798,1.1102230246251565e-16,2
799,0.0,2
800,0.0,2
801,0.0,2
802,0.0,2
803,0.0,2
804,-1.1102230246251565e-16,2
805,-2.220446049250313e-16,2
806,5.551115123125783e-17,2
807,3.885780586188048e-16,2
808,4.440892098500626e-16,2
809,1.4988010832439613e-15,2
810,0.0,2
811,0.0,2
812,-5.551115123125783e-17,2
813,0.0,2
814,-1.6653345369377348e-16,2
815,0.0,2
816,0.0,2
817,-5.551115123125783e-17,2
818,5.551115123125783e-15,2
819,0.0,2
820,-3.3861802251067274e-15,2
821,4.440892098500626e-16,2
822,-2.3869795029440866e-15,2
823,2.7755575615628914e-16,2
824,0.0,2
825,0.0,2
826,0.0,2
827,0.0,2
828,3.941291737419306e-15,2
829,2.6645352591003757e-15,2
830,2.7200464103316335e-15,2
831,0.0,2
832,0.0,2
833,0.0,2
834,0.0,2
835,0.0,2
836,1.1102230246251565e-16,2
837,0.0,2
838,0.0,2
839,4.996003610813204e-16,2
840,0.0,2
841,3.1086244689504383e-15,2
842,-1.1102230246251565e-16,2
843,-2.020605904817785e-14,2
844,1.5931700403370996e-14,2
845,0.0,2
846,6.8833827526759706e-15,2
847,8.237854842718662e-14,2
848,0.0,2
849,0.0,2
850,-3.9246383920499284e-14,2
851,4.6074255521944e-15,2
852,1.27675647831893e-15,2
853,2.3869795029440866e-15,2
854,0.0,2
855,1.27675647831893e-15,2
856,8.881784197001252e-16,2
857,-5.551115123125783e-15,2
858,-5.551115123125783e-17,2
859,2.220446049250313e-16,2
860,0.0,2
861,-1.1268763699945339e-14,2
862,4.496403249731884e-15,2
863,0.0,2
864,-1.1102230246251565e-15,2
865,-3.2751579226442118e-15,2
866,0.0,2
867,0.0,2
868,9.270362255620057e-15,2
869,0.0,2
870,0.0,2
871,0.0,2
872,-5.551115123125783e-17,2
873,2.609024107869118e-15,2
874,0.0,2
875,1.1102230246251565e-16,2
876,0.0,2
877,0.0,2
878,0.0,2
879,0.0,2
880,-4.440892098500626e-16,2
881,0.0,2
882,0.0,2
883,1.4377388168895777e-14,2
884,0.0,2
885,-2.220446049250313e-15,2
