work_id,original_score,zscore,robust_zscore,percentile,rank_original,rank_zscore,rank_robust,rank_percentile
68,100.14999999999999,-0.6469840214377102,-0.5690815328251689,30.576741996233523,814.0,772.0,763.0,776.0
69,98.59333333333335,-0.9387190275036875,-0.8421064221732352,19.983521657250474,822.0,837.0,835.0,846.0
70,103.33999999999999,-0.1450106988391874,-0.09927466657889432,45.48964218455743,796.0,642.0,608.0,679.0
71,82.26499999999999,0.11052814229303026,0.02866969302778616,53.83600686037127,871.0,582.0,572.0,570.0
72,100.17,-0.7172843877985766,-0.634710902033704,28.18032015065914,813.0,793.0,783.0,795.0
73,100.06333333333333,-0.7846675630109772,-0.6979301954273938,25.263653483992467,815.0,801.0,794.0,812.0
74,101.53666666666668,-0.5930541810648335,-0.5188412260609269,31.89265536723164,805.0,757.0,748.0,768.0
75,103.03333333333332,-0.4016581850801191,-0.33998299425193296,38.104990583804145,799.0,694.0,672.0,718.0
76,101.24999999999999,-0.708262481985976,-0.6267682412184347,28.44632768361582,807.0,789.0,781.0,792.0
77,100.41333333333334,-0.8906156843729605,-0.7975177712357459,21.388888888888886,811.0,828.0,823.0,837.0
78,103.91666666666667,-0.37191829659635633,-0.31245869198380677,39.166666666666664,795.0,687.0,663.0,706.0
79,104.24666666666666,-0.3380114938363484,-0.2807134797263524,40.58145009416196,793.0,680.0,656.0,695.0
80,100.79,-0.9018590324471782,-0.8080512313626196,21.47834274952919,810.0,833.0,828.0,836.0
81,101.59666666666668,-0.7964518825957785,-0.709457668052034,25.355461393596986,804.0,802.0,795.0,810.0
82,104.82,-0.32066010108649984,-0.2645193429261526,41.290018832391716,790.0,674.0,648.0,692.0
83,83.0175,-0.32874294047264924,-0.286643179586073,38.85744552058111,868.5,679.0,659.0,708.0
84,104.72333333333334,-0.41630177316109335,-0.35421885984816187,38.298022598870055,791.0,700.0,678.0,713.0
85,104.08333333333336,-0.5541523457826407,-0.4832502514494059,33.67702448210923,794.0,742.0,732.0,749.0
86,106.19666666666667,-0.26118642639629636,-0.20936341488438082,43.12146892655367,782.0,663.0,631.0,683.0
87,105.32999999999998,-0.42318589174018945,-0.3608996466393064,38.36158192090395,785.0,703.0,682.0,712.0
88,101.32333333333332,-1.0783035644882528,-0.9736341274910675,16.57015065913371,806.0,865.0,862.0,864.0
89,106.55333333333334,-0.2787454776184997,-0.2258261863642392,42.64359698681733,780.0,665.0,636.0,684.0
90,106.77999999999999,-0.28490821882252276,-0.23172521558974546,42.29048964218456,778.0,668.0,641.0,687.0
91,83.8325,-0.3708686919908156,-0.34218079998930234,39.53036723163842,867.0,685.0,675.0,701.0
92,104.94000000000001,-0.6446530333845597,-0.5683638913233489,30.435499058380415,787.0,771.0,761.0,777.0
93,104.25333333333333,-0.7988604946324731,-0.7127571571591403,25.675612052730695,792.0,803.0,797.0,808.0
94,102.50999999999999,-1.0932752710462854,-0.988100185349922,16.29472693032015,802.0,868.0,867.0,867.0
95,106.07333333333334,-0.5697711195513863,-0.4985780978070226,33.1002824858757,783.0,747.0,737.0,757.0
96,103.13333333333334,-1.0848377690890099,-0.9805211901041743,16.497175141242938,798.0,866.0,865.0,865.0
97,104.93666666666667,-0.843588181986079,-0.7550244687993093,23.542843691148775,788.0,814.0,810.0,826.0
98,105.76,-0.7562642461521656,-0.6734898203427685,27.570621468926557,784.0,798.0,791.0,801.0
99,107.35000000000002,-0.5458529328364549,-0.4768163619024237,33.820621468926554,777.0,737.0,727.0,745.0
100,104.83666666666669,-0.9541706827990871,-0.8586397275850527,19.81873822975518,789.0,840.0,838.0,847.0
101,106.66666666666667,-0.7103919688845345,-0.6307893102128718,29.08662900188324,779.0,791.0,782.0,785.0
102,110.21000000000002,-0.23942304340536102,-0.19059094489113862,43.3921845574388,761.0,659.0,623.0,682.0
103,86.94250000000001,0.010600723828706388,-0.05665097434745359,49.94451170298628,866.0,602.0,593.0,665.0
104,109.12,-0.4568500956009256,-0.39411068580419384,36.890301318267426,771.0,715.0,700.0,731.0
105,108.50666666666666,-0.5926134272147782,-0.521204785268372,32.370527306967986,772.0,756.0,749.0,765.0
106,108.48,-0.6232447589331339,-0.5498803310636265,31.259416195856875,773.0,765.0,754.0,771.0
107,109.56666666666665,-0.47935086085367873,-0.41533005292948194,36.12052730696798,770.0,722.0,708.0,735.0
108,107.44333333333333,-0.8716697068828744,-0.7825098003144859,22.610640301318266,776.0,822.0,819.0,829.0
109,109.82666666666665,-0.5360837750776725,-0.46876023975327197,34.13841807909605,767.0,733.0,720.0,744.0
110,108.23333333333335,-0.8368199030587165,-0.7502265103220198,24.063088512241052,774.0,812.0,807.0,820.0
111,110.06,-0.5838567852111868,-0.5137176204578825,32.674199623352166,763.0,752.0,743.0,763.0
112,108.12666666666667,-0.9398173418446095,-0.8468465202578953,20.65442561205273,775.0,838.0,836.0,841.0
113,109.75,-0.724477076798664,-0.6455653260124069,28.25564971751412,768.0,796.0,787.0,793.0
114,109.89666666666669,-0.7510418867514339,-0.6706011574171048,27.838983050847457,765.0,797.0,790.0,799.0
115,109.86,-0.799634244475336,-0.7161908905522208,25.894538606403014,766.0,804.0,798.0,807.0
116,112.47666666666665,-0.42689433573492747,-0.36768875577350135,37.70009416195857,757.0,705.0,685.0,720.0
117,110.14333333333332,-0.8548170014450513,-0.7681861992124848,23.25564971751412,762.0,818.0,815.0,828.0
118,110.01333333333332,-0.8954696424604046,-0.8061905192337121,21.854990583804142,764.0,830.0,827.0,835.0
119,110.76999999999998,-0.8197711533026689,-0.7355369581084581,25.188323917137478,759.0,808.0,803.0,814.0
120,114.17666666666666,-0.3073695924926682,-0.2563034015539148,41.71610169491525,749.0,670.0,645.0,689.0
121,90.3575,-0.06266497958613568,-0.11535118405661289,47.86748385794996,864.0,623.0,612.0,670.0
122,112.95,-0.5824313421517887,-0.5138228319242691,32.89077212806026,756.0,751.0,744.0,758.0
123,113.97333333333334,-0.4509514644068758,-0.39090043893862153,37.19632768361582,750.0,712.0,697.0,728.0
124,110.42333333333333,-1.0590018111725388,-0.959788441230479,16.46421845574388,760.0,861.0,861.0,866.0
125,111.26,-0.9735065125603031,-0.8799917722520291,19.380885122410547,758.0,847.0,846.0,850.0
126,113.93666666666667,-0.5751912073170324,-0.5074556444606073,33.232109227871945,751.0,750.0,738.0,755.0
127,113.78333333333335,-0.6523029840968944,-0.5797907531350971,30.353107344632765,752.0,776.0,765.0,779.0
128,115.5,-0.421924373955296,-0.3644419676305068,38.23210922787194,743.0,702.0,683.0,715.0
129,115.30000000000001,-0.5012526936358609,-0.4388140247715497,35.454331450094166,744.0,727.0,713.0,738.0
130,114.29000000000002,-0.7155112234358297,-0.6394367167851559,28.648775894538602,747.0,792.0,785.0,791.0
131,113.52,-0.8888902939701985,-0.8018035830526792,21.944444444444446,754.0,827.0,824.0,834.0
132,113.08999999999999,-1.010580022283604,-0.915839051530936,17.954331450094163,755.0,854.0,853.0,858.0
133,117.31,-0.3644787108164909,-0.3115180618512888,40.27777777777778,738.0,683.0,662.0,697.0
134,113.59000000000002,-1.0100837024966995,-0.9156064671893995,18.055555555555554,753.0,852.0,852.0,856.0
135,116.63666666666666,-0.5548034154477937,-0.4898008119166075,33.75,739.0,743.0,734.0,746.0
136,114.63666666666667,-0.9131098168749275,-0.825066316512661,21.351224105461394,746.0,834.0,833.0,839.0
137,95.20999999999998,0.31854256704568923,0.19383588711493463,58.45389426957223,848.0,493.0,492.0,506.0
138,93.94749999999999,-0.04402629086947314,-0.09805949542991008,46.565526634382564,854.0,616.0,606.0,677.0
139,114.19666666666666,-1.1111744100269827,-1.0107416914379062,15.619114877589455,748.0,870.0,870.0,870.0
140,119.05666666666667,-0.37211639139428093,-0.3195345092344471,40.20244821092279,732.0,688.0,664.0,698.0
141,116.07000000000001,-0.8955859850875852,-0.8093442050216497,22.109227871939737,741.0,831.0,829.0,832.0
142,115.76666666666667,-0.9897963579083443,-0.8976254796214137,18.7758945386064,742.0,849.0,848.0,855.0
143,114.89666666666666,-1.1731015397902207,-1.06923511007162,14.293785310734464,745.0,875.0,874.0,876.0
144,117.52666666666669,-0.8008646108597094,-0.721221742980242,26.238229755178907,736.0,805.0,800.0,805.0
145,119.04333333333331,-0.6013853685113014,-0.534768584097264,32.48822975517891,733.0,759.0,751.0,764.0
146,120.23666666666666,-0.4495843922049942,-0.3928855413451058,37.45056497175141,726.0,711.0,698.0,723.0
147,119.84333333333335,-0.5308991065245184,-0.46891494955494356,34.244350282485875,727.0,732.0,721.0,742.0
148,117.48333333333333,-0.9556063835952134,-0.866352837967995,20.216572504708097,737.0,841.0,840.0,842.0
149,118.04,-0.9015276603482022,-0.8158504209291072,21.984463276836156,735.0,832.0,831.0,833.0
150,121.09000000000002,-0.4580830920558349,-0.40120166172977073,37.26224105461393,723.0,717.0,704.0,726.0
151,116.33,-1.2429775233505695,-1.135393375276174,13.121468926553673,740.0,880.0,880.0,882.0
152,118.12666666666665,-0.9944062734798589,-0.9029898072436412,19.194915254237287,734.0,850.0,849.0,851.0
153,119.27,-0.8484521244551595,-0.7665609544433245,24.85169491525424,730.0,815.0,813.0,815.0
154,119.41666666666667,-0.8683886473490249,-0.7853507268942751,23.804143126177024,729.0,821.0,820.0,823.0
155,119.06666666666668,-0.9634899056587062,-0.8744197381698428,20.016478342749526,731.0,844.0,842.0,845.0
156,123.26333333333334,-0.32689269591655695,-0.27902889739821873,41.50659133709981,715.0,677.0,654.0,690.0
157,120.44333333333334,-0.8763559118656955,-0.7933583643303819,23.34981167608286,725.0,823.0,821.0,827.0
158,122.19333333333333,-0.5410972455916242,-0.4795341544700377,34.2467043314501,718.0,735.0,729.0,741.0
159,122.02666666666669,-0.6639255654293286,-0.5947749063253673,30.63559322033898,719.0,777.0,768.0,775.0
160,120.80333333333334,-0.8780903627416309,-0.7950725860860071,23.653483992467045,724.0,824.0,822.0,824.0
161,119.81666666666666,-1.071797645718462,-0.9763550309353448,16.847928436911488,728.0,863.0,864.0,862.0
162,123.28333333333335,-0.5581244076215821,-0.49598969753183914,33.653483992467045,714.0,744.0,736.0,750.0
163,124.90333333333332,-0.3397861398976371,-0.29187968581789153,41.29237288135593,709.0,681.0,660.0,691.0
164,122.19666666666666,-0.8110705254411498,-0.7328241449437907,26.532485875706215,717.0,807.0,802.0,804.0
165,124.98333333333335,-0.4131487742961504,-0.36078091716581245,39.17137476459511,707.0,698.0,681.0,705.0
166,123.34000000000002,-0.7188479579509486,-0.6468685698259021,28.89359698681733,713.0,795.0,788.0,788.0
167,121.67,-1.0341464412802,-0.9419723814373048,17.744821092278716,721.0,857.0,856.0,859.0
168,124.52999999999999,-0.6199899895207747,-0.5547120069389625,32.18926553672316,710.0,764.0,756.0,766.0
169,121.81666666666666,-1.1020700302575126,-1.005822180477436,15.661487758945386,720.0,869.0,869.0,869.0
170,121.60000000000001,-1.1765717100384003,-1.0756274406719288,14.096045197740112,722.0,876.0,876.0,877.0
171,125.58333333333333,-0.5739059747109604,-0.5119746902765744,33.36393596986817,704.0,749.0,740.0,754.0
172,103.28499999999998,0.4950767801084975,0.3601473590621187,57.327986279257466,797.0,10.0,9.0,530.0
173,125.05666666666666,-0.7098454744616549,-0.6393309521967233,29.02071563088512,706.0,790.0,784.0,787.0
174,99.13250000000001,-0.5230375757010004,-0.46875778400119744,35.30569007263922,818.0,730.0,719.0,739.0
175,123.88333333333334,-1.0366737526595189,-0.945531095626624,17.669491525423727,712.0,858.0,857.0,860.0
176,123.00666666666666,-1.2232625310678626,-1.1202275736751584,13.187382297551787,716.0,878.0,878.0,881.0
177,126.67666666666668,-0.6790366130322302,-0.6112970075370007,30.371939736346516,702.0,781.0,773.0,778.0
178,124.29333333333334,-1.091153701631541,-0.9968448483455843,16.129943502824858,711.0,867.0,868.0,868.0
179,125.39333333333336,-0.96411255810728,-0.8781902833180243,20.018832391713747,705.0,845.0,845.0,844.0
180,125.72333333333334,-0.9589283326025247,-0.8735113265268083,20.157721280602637,703.0,843.0,841.0,843.0
181,128.98666666666665,-0.4713889164051281,-0.4175471865554565,37.24105461393597,696.0,720.0,709.0,727.0
182,124.90666666666668,-1.1723476386307237,-1.0733978774543196,14.324387947269301,708.0,874.0,875.0,875.0
183,128.07,-0.6898735899376386,-0.6220960584329032,29.981167608286253,700.0,785.0,780.0,782.0
184,130.03666666666666,-0.41656238346626395,-0.36656780133136174,39.387947269303204,692.0,701.0,684.0,702.0
185,129.39333333333335,-0.568206613959036,-0.5085937248136394,33.69350282485876,693.0,745.0,739.0,748.0
186,130.39000000000001,-0.44500037847679547,-0.3934382789885551,38.27683615819209,690.0,708.0,699.0,714.0
187,130.6,-0.4564998532714612,-0.4043478016632571,37.58239171374765,688.0,714.0,705.0,722.0
188,105.24,0.26476530811941384,0.16882050406887483,52.56179378531073,786.0,542.0,513.0,582.0
189,127.68666666666668,-1.0249783865515958,-0.9364924952267707,18.832391713747647,701.0,855.0,854.0,854.0
190,129.24666666666667,-0.8251453424676817,-0.7497540136415283,26.05461393596987,694.0,811.0,806.0,806.0
191,130.63,-0.6511264224912635,-0.5871450490723727,31.193502824858758,687.0,774.0,766.0,772.0
192,128.29,-1.0739368544532422,-0.9828176654349373,16.572504708097927,698.0,864.0,866.0,863.0
193,128.32666666666665,-1.1115971412098422,-1.0181870990126871,15.562617702448213,697.0,871.0,871.0,871.0
194,131.91333333333333,-0.570634943519294,-0.5122395918172679,33.441619585687384,684.0,748.0,741.0,752.0
195,130.22666666666666,-0.8934795894588231,-0.814435916529115,23.580508474576273,691.0,829.0,830.0,825.0
196,130.54999999999998,-0.8840669018137763,-0.8057649405219798,23.85828625235405,689.0,826.0,826.0,821.0
197,128.08333333333331,-1.2729345625225539,-1.1693116044583123,12.394067796610168,699.0,882.0,882.0,883.0
198,106.285,0.1802271925135775,0.06925716262511009,55.33873083131557,781.0,567.0,549.0,551.0
199,129.01666666666668,-1.20615244122296,-1.107096434998657,13.328625235404894,695.0,877.0,877.0,880.0
200,132.82333333333335,-0.6297427158069433,-0.5679896055496396,32.0786252354049,679.0,767.0,760.0,767.0
201,132.33333333333331,-0.7593324084661329,-0.6894029098306059,27.77306967984934,681.0,799.0,793.0,800.0
202,134.22,-0.49979498368460046,-0.4467653959545084,36.661958568738235,676.0,725.0,715.0,732.0
203,133.74,-0.6131911935539515,-0.5529301286166124,32.69774011299435,677.0,762.0,755.0,761.0
204,131.36666666666667,-1.0259064599126484,-0.9390527471558269,18.910075329566855,686.0,856.0,855.0,852.0
205,135.17000000000002,-0.4588715343285872,-0.40877641028534534,38.21563088512241,672.0,718.0,706.0,716.0
206,132.12666666666667,-0.9945647524574551,-0.9100419711344658,19.465630885122412,683.0,851.0,851.0,849.0
207,135.74,-0.4457707983081621,-0.3967439207087331,38.83474576271187,670.0,709.0,702.0,710.0
208,131.67999999999998,-1.1474839902486031,-1.0533277631386084,14.52919020715631,685.0,872.0,872.0,872.0
209,132.49,-1.0631921610362083,-0.9746355784367244,17.1680790960452,680.0,862.0,863.0,861.0
210,132.23666666666668,-1.1489043917517974,-1.0549642395031482,14.390301318267419,682.0,873.0,873.0,874.0
211,136.01333333333335,-0.5883755652147006,-0.5307892340722307,33.55696798493409,667.0,753.0,750.0,751.0
212,134.96333333333334,-0.8513216506880609,-0.7770876692642426,25.539077212806024,674.0,816.0,817.0,809.0
213,136.38666666666668,-0.5691390780527034,-0.5129164327410055,34.21374764595104,666.0,746.0,742.0,743.0
214,137.36,-0.5012145813592391,-0.44966914276187603,37.02919020715631,661.0,726.0,717.0,729.0
215,138.02333333333334,-0.4321586070225445,-0.3851714982209778,39.03719397363465,657.0,706.0,692.0,707.0
216,136.00666666666666,-0.8557197248297969,-0.7817504289721531,25.324858757062145,669.0,819.0,818.0,811.0
217,133.01000000000002,-1.2848264376164542,-1.1829473135016118,12.1939736346516,678.0,883.0,883.0,885.0
218,139.19,-0.38946614898900117,-0.3457558990404926,40.00941619585688,650.0,689.0,677.0,700.0
219,136.41,-0.8783108925587202,-0.8031667166775049,24.555084745762713,665.0,825.0,825.0,817.0
220,137.94,-0.6802184016280631,-0.618035133342368,30.805084745762713,658.0,783.0,777.0,774.0
221,139.57333333333332,-0.4570804840668916,-0.40941704215276414,38.12853107344633,649.0,716.0,707.0,717.0
222,136.67999999999998,-0.9429755566642674,-0.8639225462381237,22.1563088512241,663.0,839.0,839.0,831.0
223,140.01000000000002,-0.40138965661370424,-0.35710254163150207,40.31308851224105,647.0,693.0,680.0,696.0
224,136.73,-0.9703550773919253,-0.8894590513691695,21.386534839924668,662.0,846.0,847.0,838.0
225,138.10333333333335,-0.7798300907147503,-0.7112847675803894,28.053201506591336,656.0,800.0,796.0,798.0
226,139.85333333333332,-0.5409874424115011,-0.4879970148286567,35.969868173258,648.0,734.0,733.0,736.0
227,139.04999999999998,-0.6786419707148239,-0.6166624553183402,31.487758945386066,651.0,779.0,776.0,769.0
228,136.61666666666667,-1.0400445036930912,-0.954364783006788,19.531544256120526,664.0,859.0,859.0,848.0
229,134.77666666666667,-1.3168932736614505,-1.2130475216614747,12.309322033898304,675.0,885.0,885.0,884.0
230,135.58333333333331,-1.2309290991828374,-1.1327757312818816,13.799435028248588,671.0,879.0,879.0,878.0
231,109.5875,-0.4023143149722774,-0.3872327490677892,39.26326674737692,769.0,695.0,694.0,704.0
232,138.33666666666667,-0.9356779751506759,-0.8571259082084081,24.531544256120526,655.0,836.0,837.0,818.0
233,138.70666666666668,-0.8232138685948344,-0.7517174873236098,27.511770244821093,652.0,809.0,809.0,802.0
234,140.65333333333334,-0.49682718100064066,-0.4459924131135276,38.8512241054614,646.0,723.0,714.0,709.0
235,137.49666666666667,-1.0428273022749739,-0.9568447783184896,20.720338983050848,660.0,860.0,860.0,840.0
236,136.01333333333332,-1.2440907926667957,-1.144696660664222,14.496233521657253,668.0,881.0,881.0,873.0
237,138.55,-0.8237025388703817,-0.7512051228062218,29.143126177024484,654.0,810.0,808.0,784.0
238,137.86333333333334,-0.9589089105494354,-0.8776930196412708,25.216572504708097,659.0,842.0,844.0,813.0
239,135.03666666666666,-1.3059154249396678,-1.2013931044833954,13.387476459510358,673.0,884.0,884.0,879.0
240,138.65,-0.6501851062400493,-0.5873253029372058,36.607815442561204,653.0,773.0,767.0,734.0
241,348.135,0.41772159377507145,0.2973172603661375,62.88135593220339,446.0,268.0,194.0,204.5
242,502.675,-0.04981324763769934,-0.2197867954620819,50.3954802259887,50.0,618.0,635.0,611.5
243,453.65999999999997,0.436228890137721,0.25593144589379196,59.83050847457627,203.0,225.0,389.0,453.0
244,399.79,0.47546482460630324,0.32198832669731003,61.80790960451977,331.0,85.0,51.0,324.5
245,423.695,0.49257207723661556,0.32453184994581097,61.41242937853107,277.0,12.0,22.0,368.5
246,481.795,0.33994804436427173,0.1514870373758594,57.740112994350284,130.0,461.0,525.0,521.5
247,506.15999999999997,-0.17215207215727268,-0.33462246260368333,50.056497175141246,23.0,646.0,671.0,641.5
248,318.98,0.37393772664953684,0.27306301193706073,63.1638418079096,510.0,360.0,308.0,148.0
249,334.005,0.3962839693362019,0.2853614751631749,62.93785310734464,477.0,315.0,235.0,179.5
250,441.005,0.45691635834783445,0.282035104846452,60.621468926553675,234.0,138.0,261.0,415.0
251,504.2,-0.10486831050662682,-0.2714412750574797,50.16949152542373,37.0,628.0,650.0,621.5
252,450.87,0.4428303155804558,0.2635696047607631,60.11299435028249,210.0,196.0,360.0,434.0
253,389.03,0.4639902179358244,0.3173601301597567,62.14689265536723,355.0,109.0,90.0,292.0
254,498.175,0.10516787923755999,-0.07426364000191887,52.14689265536723,73.0,584.0,599.0,588.0
255,392.185,0.46781296796216015,0.3191400710329908,62.03389830508475,348.0,99.0,78.0,305.0
256,347.66999999999996,0.41676749541635527,0.2966943686272916,62.88135593220339,447.0,270.0,200.0,204.5
257,473.635,0.3657497915102971,0.17982014670401342,58.644067796610166,151.0,392.0,502.0,498.0
258,311.84000000000003,0.36723996836411044,0.2708376480115877,63.27683615819209,526.0,384.0,323.0,117.0
259,404.6,0.4772492941739155,0.32097021686361993,61.69491525423729,319.0,77.0,61.0,335.0
260,383.995,0.455779886777689,0.3125725620714025,62.20338983050847,366.0,144.0,119.0,279.5
261,495.675,0.14470355747591968,-0.03639158876866677,52.824858757062145,83.0,576.0,587.0,579.0
262,463.615,0.40006116081648896,0.2170371983768295,59.37853107344633,177.0,307.0,478.0,472.5
263,486.235,0.3065135103485177,0.11817079413693932,56.836158192090394,117.0,507.0,538.0,536.5
264,453.21,0.43570318255170637,0.25569559934974906,59.88700564971751,204.0,226.0,390.0,444.0
265,444.155,0.46059631144993657,0.2836860306547519,60.50847457627118,227.0,123.0,249.0,420.5
