source,work_no,row_index,final_score,consensus_rank,prize,raw_mean,classic_z,robust_z,percentile,cv_weighted_z,calibrated_weighted_z,review_count,expert_count,raw_mean_rank,classic_z_rank,robust_z_rank,percentile_rank,cv_weighted_z_rank,calibrated_weighted_z_rank
data2.1,42,44,238.24,42.0,二等奖,69.0,1.0893149599056149,1.4051041532324415,0.8131129754533393,1.0753845611256383,1.076384893699387,8,8,14.0,40.0,32.0,40.0,37.0,38.0
data2.1,43,45,237.42,43.0,二等奖,55.625,0.9113853244748045,0.9889520019528114,0.7750483746130031,0.9146319051808371,0.8995035939107543,8,7,327.0,52.0,61.0,59.0,51.0,50.0
data2.1,44,46,236.57,44.0,二等奖,64.375,0.8823412650656077,0.8327556195322281,0.7496192226890757,0.886726251721462,0.8858616340247787,8,7,42.0,54.0,86.0,70.0,54.0,51.0
data2.1,45,47,236.35,45.0,二等奖,63.375,0.9655506803026338,1.0863326618853892,0.8143955937638214,0.9726103261872936,1.0003123071539457,8,8,49.0,47.0,52.0,39.0,45.0,43.0
data2.1,46,48,235.31,46.0,二等奖,57.125,0.8501936948614901,0.9641372892586977,0.7821680310536696,0.8473700922825925,0.8200187367934949,8,8,275.0,61.0,67.0,55.0,58.0,63.0
data2.1,47,49,233.55,48.0,二等奖,61.375,0.9704823149681232,1.1951493449368804,0.7901476311838154,0.9435266164661561,0.837944517469431,8,6,93.0,46.0,44.0,51.0,50.0,59.0
data2.1,48,50,233.54,47.0,二等奖,72.125,1.3267376738226004,1.7564375897354236,0.8554007132132132,1.29358540848943,1.3129376628433302,8,8,4.0,20.0,15.0,26.0,22.0,21.0
data2.1,49,51,233.33,49.0,二等奖,61.375,1.0506050859945337,1.1370656225977958,0.7856949358690845,1.0103398622054147,0.9666114948792929,8,7,93.0,42.0,51.0,53.0,42.0,45.0
data2.1,50,52,233.3,50.0,二等奖,60.5,0.7530245650284489,0.7200175730788736,0.7042045779579437,0.7572417378811169,0.7603293332467668,8,7,130.0,76.0,103.0,106.0,74.0,70.0
data2.1,51,53,231.2,51.0,二等奖,64.5,1.2066344309738337,1.3211170827014616,0.8545366795366796,1.168008166486589,1.1656999853327572,8,8,41.0,30.0,36.0,27.0,32.0,31.0
data2.1,52,54,231.12,52.0,二等奖,61.875,0.8483145082589318,0.8781554398207576,0.7857752842127843,0.8351149072043917,0.8095952926400686,8,8,77.0,63.0,78.0,52.0,62.0,67.0
data2.1,53,55,230.84,53.0,二等奖,60.125,0.676368637479313,0.7199997056011028,0.688834119842539,0.6732756506211068,0.7176831001328264,8,8,142.0,92.0,104.0,119.0,88.0,79.0
data2.1,54,56,229.72,54.0,二等奖,62.375,1.0109352047924132,1.2292559957313203,0.7920074949728587,0.9815956129830438,0.9178429487239613,8,6,71.0,43.0,42.0,50.0,44.0,49.0
data2.1,55,57,229.33,55.0,二等奖,60.375,0.8500356987459654,0.8867103413845625,0.7967711906953393,0.8388262102054623,0.8566547209405152,8,7,135.0,62.0,76.0,48.0,61.0,58.0
data2.1,56,58,229.12,56.0,二等奖,68.0,1.0946269165956224,1.3818877239823373,0.841703218449542,1.0651070568972079,1.087800142433664,8,8,16.0,39.0,33.0,30.0,39.0,37.0
data2.1,57,59,228.58,57.0,二等奖,59.125,0.656948316453907,0.5844093890431405,0.6912653877340409,0.6499268501103517,0.689034309435564,8,8,181.0,97.0,124.0,113.0,95.0,84.0
data2.1,58,60,228.27,58.0,二等奖,63.375,0.7448993606962857,0.733827360193204,0.7159927259191965,0.7329602417607719,0.7329602417607719,8,8,49.0,78.0,100.0,87.0,77.0,73.0
data2.1,59,61,228.03,59.0,二等奖,58.125,0.7653539965708683,0.7958966629545343,0.768531162464986,0.7652248596806368,0.7831224607023414,8,7,228.0,73.0,90.0,63.0,72.0,69.0
data2.1,60,62,227.93,61.0,二等奖,60.5,0.7260494446717407,0.7907277284686813,0.7154222105508871,0.7267923271437519,0.7341497375891384,8,7,130.0,83.0,91.0,88.0,79.0,72.0
data2.1,61,63,227.91,60.0,二等奖,59.375,0.774209673197742,0.9775843825823591,0.7568034070113123,0.7671189231609511,0.7251403345374389,8,8,169.0,72.0,63.0,66.0,71.0,76.0
data2.1,62,64,226.95,62.0,二等奖,64.0,0.942598914077109,1.4616187883989116,0.8001642267267268,0.9468529384871092,0.9266151808912023,8,8,44.0,50.0,29.0,45.0,49.0,48.0
data2.1,63,65,225.6,64.0,二等奖,63.25,0.8557314831889393,0.8971823457355631,0.7754859954132214,0.8342152317915923,0.830579153861282,8,8,53.0,59.0,74.0,58.0,63.0,61.0
data2.1,64,66,225.58,63.0,二等奖,61.75,0.8744775582576703,0.8711610795787242,0.7744331799621257,0.859072661752571,0.859072661752571,8,8,80.0,56.0,81.0,60.0,56.0,55.0
data2.1,65,67,225.3,65.0,二等奖,70.125,1.0949146268233305,1.7053745301418308,0.8095691463920343,1.069642284674895,1.063817470090348,8,8,10.0,38.0,17.0,41.0,38.0,40.0
data2.1,66,68,224.68,66.0,二等奖,68.0,0.8575436117058624,1.0477460396521505,0.7480732293226161,0.8400345361314888,0.7281254320545717,8,8,16.0,57.0,58.0,71.0,60.0,74.0
data2.1,67,69,224.4,67.0,二等奖,62.625,0.7793280440981198,1.0050686023550195,0.6970061731613921,0.7730893039852452,0.8114837499853349,8,8,67.0,71.0,60.0,109.0,70.0,66.0
data2.1,68,70,222.13,68.0,二等奖,61.625,1.1220263651028515,1.273803903053195,0.8037894982554425,1.0613158887187772,1.0233492775087059,8,6,83.0,36.0,39.0,44.0,40.0,41.0
data2.1,69,71,221.87,69.0,二等奖,60.375,0.7889057606341654,0.854977774747099,0.7352936569364588,0.7736523634820379,0.8212780638223386,8,7,135.0,68.0,84.0,79.0,69.0,62.0
data2.1,70,72,220.03,70.0,二等奖,61.75,0.7577623949970109,0.8710164896931389,0.7149141070817103,0.7321819471937581,0.683745356491666,8,7,80.0,75.0,82.0,89.0,78.0,87.0
data2.1,71,73,219.88,71.0,二等奖,65.625,0.7166946772047054,0.7695527355158018,0.7417276651651652,0.6971047459094069,0.6916232876903796,8,7,35.0,86.0,95.0,74.0,82.0,83.0
data2.1,72,74,219.05,72.0,二等奖,61.375,0.9206511616861308,0.9530158002436433,0.7696471269459283,0.9005262635710036,0.8811203280767659,8,8,93.0,51.0,68.0,62.0,52.0,52.0
data2.1,73,75,219.0,73.0,二等奖,60.875,0.5233428806197117,0.7451516961836671,0.7048222773171537,0.528972930357531,0.517015394866534,8,8,118.0,111.0,98.0,105.0,108.0,108.0
data2.1,74,76,218.85,74.0,二等奖,64.375,0.7509126172605525,1.176066053645981,0.7546277470632828,0.7377707044165932,0.7419560046245198,8,8,42.0,77.0,45.0,67.0,76.0,71.0
data2.1,75,77,218.79,75.0,二等奖,61.375,0.8457047299601079,0.912639425640235,0.7049959684578057,0.8287514684439926,0.8196822455703908,8,8,93.0,64.0,71.0,103.0,64.0,64.0
data2.1,76,78,218.04,76.0,二等奖,58.25,0.7873193343842539,0.9735566886012051,0.784511151893807,0.774795526527659,0.8061564861731854,8,7,221.0,69.0,65.0,54.0,68.0,68.0
data2.1,77,79,217.93,77.0,二等奖,54.125,0.660989311700543,0.7394214446015337,0.7304884453781513,0.6377333753504456,0.5922075817561258,8,6,388.0,95.0,99.0,80.0,96.0,100.0
data2.1,78,80,217.78,78.0,二等奖,53.625,0.5160724200493962,0.5480417573193778,0.7112218416265124,0.518343225635879,0.5298389725881075,8,8,407.0,113.0,135.0,95.0,109.0,107.0
data2.1,79,81,217.03,79.0,二等奖,59.75,0.6747827640277669,0.6745686695605757,0.7447081244778613,0.6546087416079645,0.6455504853058778,8,8,155.0,93.0,112.0,73.0,94.0,91.0
data2.1,80,82,216.0,80.0,二等奖,57.875,0.6208672771213486,0.7994908212431483,0.7087963266455453,0.6105501475013261,0.5059728420574519,8,8,241.0,101.0,89.0,97.0,99.0,112.0
data2.1,81,83,215.37,81.0,二等奖,57.25,0.5752726926123363,0.6662938231635116,0.7102394274230439,0.5496674164596248,0.5127314552170474,8,7,268.0,105.0,113.0,96.0,105.0,111.0
data2.1,82,84,215.17,82.0,二等奖,59.625,0.4658257540017241,0.5009868864796552,0.6722138526463217,0.44859175679868757,0.4190698701368624,8,8,157.0,129.0,151.0,141.0,135.0,165.0
data2.1,83,85,214.95,83.0,二等奖,60.375,0.677212588792905,0.6931014430508564,0.7267616113346748,0.6756691062377574,0.6345994440282489,8,7,135.0,90.0,109.0,84.0,87.0,93.0
data2.1,84,86,214.61,84.0,二等奖,66.0,0.7833354319809358,0.9768455235877332,0.7611093761829055,0.7580644013421743,0.6618213037941691,8,8,32.0,70.0,64.0,64.0,73.0,90.0
data2.1,85,87,214.21,85.0,二等奖,57.75,0.4878828770033233,0.6438320885912955,0.6889435598800924,0.4818810321476398,0.5025810344825862,8,8,246.0,122.0,115.0,118.0,119.0,116.0
data2.1,86,88,214.1,86.0,二等奖,62.375,0.7324720560779121,1.155698532772592,0.7282001809424251,0.7081426835287822,0.7081426835287821,8,8,71.0,80.0,48.0,83.0,81.0,80.0
data2.1,87,89,213.42,87.0,二等奖,58.875,0.4216685580054176,0.5215542004797367,0.6728605075293663,0.42280441471062874,0.5054456937732456,8,8,192.0,161.0,143.0,138.0,153.0,113.0
data2.1,88,90,212.45,88.0,二等奖,59.0,0.4478755088489902,0.7288095296492707,0.6745252691969049,0.4318963167569853,0.4318963167569853,8,8,184.0,141.0,102.0,135.0,147.0,155.0
data2.1,89,91,212.24,89.0,二等奖,57.5,0.6834518665562539,0.8474190928156935,0.7365303683965656,0.6598669264750308,0.663634533055515,8,7,255.0,88.0,85.0,78.0,93.0,89.0
data2.1,90,92,212.02,90.0,二等奖,59.375,0.6788646717580475,1.148663228792731,0.7121474152724152,0.6730562275783513,0.6447273978163152,8,8,169.0,89.0,49.0,93.0,89.0,92.0
data2.1,91,93,211.93,91.0,二等奖,67.25,1.000536723059215,1.2374116188893924,0.7570671261025437,0.956818124877827,0.9664322261433723,8,8,24.0,44.0,41.0,65.0,47.0,46.0
data2.1,92,94,211.08,92.0,二等奖,57.75,0.5863971393886362,0.7486890011677547,0.7049430408128163,0.5796827556482324,0.596526475314602,8,8,246.0,104.0,97.0,104.0,102.0,98.0
data2.1,93,95,210.88,93.0,二等奖,62.625,0.7271877867755397,1.061476463641579,0.7375865886895299,0.6926589246653514,0.6926589246653514,8,8,67.0,82.0,56.0,77.0,84.0,82.0
data2.1,94,96,210.0,94.0,二等奖,55.625,0.5597298528130641,0.6843635814700162,0.6673565496611162,0.5105021978102409,0.44265707937159593,8,7,327.0,107.0,111.0,145.0,112.0,147.0
data2.1,95,97,209.96,95.0,二等奖,64.0,0.5697365455733149,0.692912633928417,0.6911167857375288,0.5373426400372482,0.47285484817455514,8,8,44.0,106.0,110.0,114.0,107.0,125.0
data2.1,96,98,209.71,96.0,二等奖,56.875,0.4561831220856465,0.5174518719136283,0.7186446944235256,0.4431532690311402,0.46464683710827315,8,7,285.0,134.0,144.0,86.0,140.0,130.0
data2.1,97,99,209.64,97.0,二等奖,63.0,0.6432146926831295,0.8728900751361295,0.7298031383606074,0.6140214854972368,0.6055284212737222,8,8,59.0,98.0,79.0,81.0,98.0,97.0
data2.1,98,100,209.48,98.0,二等奖,61.375,0.4167479619801461,0.5881720015673881,0.6958290621837171,0.41360109157256164,0.40207889591160356,8,8,93.0,165.0,123.0,110.0,163.0,180.0
data2.1,99,101,209.33,99.0,二等奖,52.875,0.3718159774240705,0.3970122406484204,0.6529282309462103,0.37892498323838514,0.3951860494091221,8,8,448.0,215.0,213.0,173.0,199.0,185.0
data2.1,100,102,208.22,100.0,二等奖,61.25,0.35515634323920964,0.41767572625524874,0.6535720645971494,0.3473802289600382,0.33125540989083396,8,8,103.0,230.0,199.0,171.0,225.0,239.0
data2.1,101,103,208.19,101.0,二等奖,60.875,0.5248034301714399,0.6581064916971966,0.707260319668408,0.5156401549639499,0.5571732243243002,8,7,118.0,110.0,114.0,99.0,110.0,103.0
data2.1,102,104,208.08,103.0,二等奖,58.5,0.5019909917356724,0.5769452286550628,0.6839391273756201,0.48637097199067325,0.48637097199067325,8,8,210.0,120.0,126.0,123.0,118.0,121.0
data2.1,103,105,208.07,102.0,二等奖,61.375,0.5042614547787216,0.6340301577553703,0.658312987357105,0.4893704373505383,0.4893704373505382,8,6,93.0,119.0,116.0,160.0,116.0,119.0
data2.1,104,106,207.84,104.0,二等奖,59.875,0.3548087430978349,0.4389938437388863,0.5757217799400463,0.33488320430198,0.3142057638233027,8,7,153.0,231.0,182.0,328.0,238.0,258.0
data2.1,105,107,207.49,105.0,二等奖,53.875,0.3862665256028427,0.5499946566316458,0.6478232191999607,0.36770894722232067,0.3356528886486113,8,7,396.0,198.0,134.0,182.0,214.0,237.0
data2.1,106,108,206.9,106.0,二等奖,60.625,0.5915261627636103,0.7659583555768779,0.6650536147407637,0.5562811895853315,0.4256289296801983,8,8,123.0,103.0,96.0,149.0,104.0,160.0
data2.1,107,109,206.42,107.0,二等奖,63.375,0.6344543756390902,0.8218014149317268,0.7014018655707897,0.605762002653509,0.6141781669394917,8,8,49.0,99.0,87.0,107.0,101.0,95.0
data2.1,108,110,206.37,108.0,二等奖,60.0,0.7246380941193763,0.9474448782927132,0.7413899974997111,0.6889730204460314,0.6889730204460313,8,7,143.0,84.0,69.0,75.0,85.0,85.0
data2.1,109,111,206.28,109.0,二等奖,57.5,0.4912468977177536,0.5126242173357128,0.6024639570740578,0.45986939130308885,0.45986939130308885,8,8,255.0,121.0,145.0,271.0,129.0,136.0
data2.1,110,112,206.09,110.0,二等奖,63.0,0.6765432236125987,1.1438856794987917,0.7067897992530345,0.6614343532268105,0.5949602205242469,8,8,59.0,91.0,50.0,101.0,92.0,99.0
data2.1,111,113,205.84,111.0,二等奖,60.625,0.7637738848858044,0.971832372328123,0.752784009822516,0.7475683370315643,0.7276394187244171,8,8,123.0,74.0,66.0,68.0,75.0,75.0
data2.1,112,114,205.66,112.0,二等奖,58.75,0.7207060114176667,0.8839179784647209,0.7136380233153305,0.6790209923179704,0.6320437157439671,8,6,202.0,85.0,77.0,92.0,86.0,94.0
data2.1,113,115,205.52,113.0,二等奖,52.625,0.39367603037249493,0.5477591285462593,0.6859891037661776,0.38691169403807796,0.40529667375921097,8,8,455.0,191.0,136.0,120.0,193.0,177.0
data2.1,114,116,205.47,114.0,二等奖,61.375,0.5175884684903764,0.7176896783837294,0.6794619593332829,0.4894653799969922,0.4419940830659465,8,8,93.0,112.0,105.0,125.0,115.0,148.0
data2.1,115,117,205.25,115.0,二等奖,58.75,0.5137714970486984,0.7158434667540293,0.6758760599062356,0.5033664414157251,0.5033664414157248,8,7,202.0,114.0,106.0,132.0,113.0,115.0
data2.1,116,118,205.17,116.0,二等奖,64.75,0.6586354967654633,0.9290770495748238,0.7522757132132132,0.6355017678954408,0.5598864066007657,8,8,38.0,96.0,70.0,69.0,97.0,102.0
data2.1,117,119,205.16,117.0,二等奖,55.625,0.3836838684596314,0.42955291968849235,0.6604268022998674,0.37641035004293755,0.3891651314575522,8,7,327.0,202.0,191.0,154.0,204.0,192.0
data2.1,118,120,204.42,118.0,二等奖,59.75,0.4449657157100467,0.5345923243535546,0.6392283785270965,0.42628851542088636,0.4262885154208864,8,8,155.0,144.0,139.0,198.0,152.0,158.0
data2.1,119,121,204.28,119.0,二等奖,60.25,0.3429023247344836,0.4881962844326261,0.5838385025062657,0.3208573594321354,0.3219460521898215,8,8,139.0,243.0,160.0,319.0,247.0,245.0
data2.1,120,122,203.92,120.0,二等奖,64.625,0.6309929610270134,0.8881089794687529,0.7289814630807278,0.6059135721094425,0.5050678890741793,8,8,39.0,100.0,75.0,82.0,100.0,114.0
data2.1,121,123,203.43,121.0,二等奖,59.125,0.5090255859915424,0.559289119082725,0.6786791124107301,0.4801554943744074,0.48015549437440735,8,8,181.0,117.0,128.0,127.0,120.0,122.0
data2.1,122,124,203.3,122.0,二等奖,58.0,0.6982592265731984,0.7783133162534216,0.7145847922502335,0.6723385182881303,0.6933660923122449,8,8,233.0,87.0,94.0,90.0,90.0,81.0
data2.1,123,125,202.87,123.0,二等奖,54.75,0.3966662717657832,0.48763406842119916,0.677999533146592,0.39083676494437014,0.4521461319188803,8,7,368.0,187.0,161.0,129.0,190.0,142.0
data2.1,124,126,202.5,124.0,二等奖,61.375,0.44068315141298225,0.539456070990289,0.657010382092619,0.4324349895414265,0.44183053690063084,8,8,93.0,146.0,137.0,163.0,145.0,149.0
data2.1,125,127,202.43,125.0,二等奖,58.375,0.3119003063284891,0.39178009888248655,0.6531001984126985,0.29719767937888636,0.281834761468781,8,8,218.0,265.0,217.0,172.0,274.0,280.0
data2.1,126,128,201.99,126.0,二等奖,58.375,0.44894197918272516,0.4814631021392614,0.6741698762838468,0.43144463045735804,0.4762880907408452,8,7,218.0,139.0,164.0,136.0,148.0,123.0
data2.1,127,129,201.99,127.0,二等奖,57.125,0.4402429201764883,0.5822707837127741,0.667438356921716,0.4273811607658282,0.44325765060515115,8,8,275.0,147.0,125.0,144.0,149.0,146.0
data2.1,128,130,201.85,128.0,二等奖,56.875,0.5405893456071678,0.7853563041106972,0.6600646238127551,0.5132723066651257,0.5132723066651258,8,7,285.0,109.0,93.0,155.0,111.0,110.0
data2.1,129,131,201.73,129.0,二等奖,57.5,0.38307965832029944,0.39432282198368807,0.594122270387028,0.36519015799634996,0.3878203314532051,8,7,255.0,204.0,214.0,294.0,217.0,194.0
data2.1,130,132,201.71,130.0,二等奖,58.125,0.3310072499978864,0.43661022861857807,0.6309200087692735,0.31065854226109263,0.31065854226109274,8,8,228.0,248.0,183.0,212.0,256.0,259.0
data2.1,131,133,201.64,131.0,二等奖,57.25,0.5123270699776163,0.6133072452376378,0.6922706582633054,0.4797472673426758,0.49246661568483197,8,8,268.0,115.0,117.0,112.0,122.0,118.0
data2.1,132,134,201.64,132.0,三等奖,56.25,0.3447312394068033,0.491223879900955,0.6641996381886088,0.3368117389636868,0.33708504100303377,8,8,308.0,241.0,158.0,150.0,235.0,235.0
data2.1,133,135,201.22,133.0,三等奖,60.5,0.7403238652669569,0.9857941869273316,0.7145411036036036,0.7190571119948105,0.7189831051190227,8,8,130.0,79.0,62.0,91.0,80.0,78.0
data2.1,134,136,201.08,134.0,三等奖,58.625,0.7320597825999707,0.9092139555514709,0.723529411764706,0.69630595624478,0.687570287105206,8,8,205.0,81.0,73.0,85.0,83.0,86.0
data2.1,135,137,200.7,135.0,三等奖,54.875,0.44805941968761154,0.5572573615157057,0.6704484096270087,0.4269225238992163,0.45384879249760296,8,8,361.0,140.0,133.0,142.0,150.0,141.0
data2.1,136,138,200.33,136.0,三等奖,60.0,0.2978909563461934,0.34487354904190193,0.6380285118433339,0.2792370907487179,0.29163804514495995,8,8,143.0,274.0,247.0,201.0,285.0,273.0
data2.1,137,139,200.16,137.0,三等奖,57.0,0.45493818743280257,0.5575645688454268,0.656187650498796,0.42238279616662294,0.4384045975746024,8,8,278.0,135.0,132.0,166.0,154.0,151.0
data2.1,138,140,200.03,138.0,三等奖,60.875,0.3940060529053174,0.47067400239193036,0.6595097237648607,0.3933220225672646,0.3792463536900469,8,8,118.0,190.0,168.0,157.0,187.0,202.0
data2.1,139,141,199.65,139.0,三等奖,50.625,0.3558970754569285,0.455861727866989,0.6214044401544401,0.3201888038605259,0.2524337437626048,8,7,515.0,229.0,174.0,225.0,249.0,297.0
